milestone_id,path_id,sequence_no,month_from_start,title,target_skill_id,target_score,deliverable,acceptance_rule,schema_version,origin,is_synthetic,source_ids,generated_at,confidence,claim_level,verification_status,last_verified_at,license_scope,is_market_fact,data_split
PATH-G010-B1-M2,PATH-G010-B1,2,19,技能项目：数据结构与算法,SKILL-002,80.6,可运行项目与复盘,在每周不超过11小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G010-B1-M3,PATH-G010-B1,3,29,综合项目：数据清洗,SKILL-010,79.2,可运行项目与复盘,在每周不超过11小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G010-B1-M4,PATH-G010-B1,4,38,岗位验证：统计学基础,SKILL-011,77.8,模拟岗位申请与面试反馈,在每周不超过11小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G010-B1-M5,PATH-G010-B1,5,48,独立交付：线性代数,SKILL-017,76.4,完整项目、文档和演示,在每周不超过11小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G010-B2-M1,PATH-G010-B2,1,12,基础补齐：Python编程,SKILL-001,78,测评与学习记录,在每周不超过11小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G010-B2-M2,PATH-G010-B2,2,24,技能项目：软件工程,SKILL-007,76.6,可运行项目与复盘,在每周不超过11小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G010-B2-M3,PATH-G010-B2,3,36,综合项目：测试与调试,SKILL-008,75.2,可运行项目与复盘,在每周不超过11小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G010-B2-M4,PATH-G010-B2,4,48,岗位验证：SQL,SKILL-009,73.8,模拟岗位申请与面试反馈,在每周不超过11小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G010-B2-M5,PATH-G010-B2,5,60,独立交付：大模型基础,SKILL-025,72.4,完整项目、文档和演示,在每周不超过11小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G011-B1-M1,PATH-G011-B1,1,12,基础补齐：Python编程,SKILL-001,78,测评与学习记录,在每周不超过5小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G011-B1-M2,PATH-G011-B1,2,24,技能项目：SQL,SKILL-009,76.6,可运行项目与复盘,在每周不超过5小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G011-B1-M3,PATH-G011-B1,3,36,综合项目：数据清洗,SKILL-010,75.2,可运行项目与复盘,在每周不超过5小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G011-B1-M4,PATH-G011-B1,4,48,岗位验证：统计学基础,SKILL-011,73.8,模拟岗位申请与面试反馈,在每周不超过5小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G011-B1-M5,PATH-G011-B1,5,60,独立交付：探索性数据分析,SKILL-012,72.4,完整项目、文档和演示,在每周不超过5小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G011-B2-M1,PATH-G011-B2,1,7,基础补齐：Python编程,SKILL-001,78,测评与学习记录,在每周不超过5小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G011-B2-M2,PATH-G011-B2,2,14,技能项目：软件工程,SKILL-007,76.6,可运行项目与复盘,在每周不超过5小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G011-B2-M3,PATH-G011-B2,3,22,综合项目：测试与调试,SKILL-008,75.2,可运行项目与复盘,在每周不超过5小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G011-B2-M4,PATH-G011-B2,4,29,岗位验证：SQL,SKILL-009,73.8,模拟岗位申请与面试反馈,在每周不超过5小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G011-B2-M5,PATH-G011-B2,5,36,独立交付：大模型基础,SKILL-025,72.4,完整项目、文档和演示,在每周不超过5小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G012-B1-M1,PATH-G012-B1,1,7,基础补齐：Python编程,SKILL-001,82,测评与学习记录,在每周不超过7小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G012-B1-M2,PATH-G012-B1,2,14,技能项目：数据结构与算法,SKILL-002,80.6,可运行项目与复盘,在每周不超过7小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G012-B1-M3,PATH-G012-B1,3,22,综合项目：数据清洗,SKILL-010,79.2,可运行项目与复盘,在每周不超过7小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G012-B1-M4,PATH-G012-B1,4,29,岗位验证：统计学基础,SKILL-011,77.8,模拟岗位申请与面试反馈,在每周不超过7小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G012-B1-M5,PATH-G012-B1,5,36,独立交付：线性代数,SKILL-017,76.4,完整项目、文档和演示,在每周不超过7小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G012-B2-M1,PATH-G012-B2,1,10,基础补齐：Python编程,SKILL-001,78,测评与学习记录,在每周不超过7小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G012-B2-M2,PATH-G012-B2,2,19,技能项目：SQL,SKILL-009,76.6,可运行项目与复盘,在每周不超过7小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G012-B2-M3,PATH-G012-B2,3,29,综合项目：数据清洗,SKILL-010,75.2,可运行项目与复盘,在每周不超过7小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G012-B2-M4,PATH-G012-B2,4,38,岗位验证：统计学基础,SKILL-011,73.8,模拟岗位申请与面试反馈,在每周不超过7小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
PATH-G012-B2-M5,PATH-G012-B2,5,48,独立交付：探索性数据分析,SKILL-012,72.4,完整项目、文档和演示,在每周不超过7小时的前提下完成，并产生可验证证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.94,synthetic,not_applicable,,team_generated,false,golden
