event_id,user_id,event_type,event_time,skill_id,resource_id,job_id,score_delta,status,sentiment,user_state,risk_level,detail,schema_version,origin,is_synthetic,source_ids,generated_at,confidence,claim_level,verification_status,last_verified_at,license_scope,is_market_fact,data_split
EVT-G004-08,USER-G004,job_viewed,2025-02-06T16:00:00Z,,,JOB-AI-ALG-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-09,USER-G004,feedback_submitted,2025-02-23T16:00:00Z,SKILL-017,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-10,USER-G004,task_completed,2025-03-12T16:00:00Z,SKILL-020,RES-0140,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-11,USER-G004,project_completed,2025-03-29T16:00:00Z,SKILL-023,RES-0002,,8,completed,positive,progressing,low,完成项目、说明文档和复盘,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-12,USER-G004,profile_recalculated,2025-04-15T16:00:00Z,SKILL-033,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-13,USER-G004,job_saved,2025-05-02T16:00:00Z,,,JOB-AI-ALG-0013,0,completed,neutral,active,low,收藏一个模拟目标岗位,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-14,USER-G004,application_submitted,2025-05-19T16:00:00Z,,,JOB-AI-ALG-0014,0,completed,neutral,active,low,向模拟岗位提交申请,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-15,USER-G004,interview_result,2025-06-05T16:00:00Z,,,JOB-AI-ALG-0015,0,completed,disappointed,active,low,记录模拟面试反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-16,USER-G004,plan_adjusted,2025-06-22T16:00:00Z,SKILL-020,,,0,completed,neutral,plan_rebalanced,low,根据时间和反馈调整学习计划,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-17,USER-G004,skill_practice,2025-07-09T16:00:00Z,SKILL-023,RES-0005,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-18,USER-G004,inactivity,2025-07-26T16:00:00Z,SKILL-033,,,-4,attention_needed,frustrated,learning_stalled,medium,超过设定周期未产生学习证据，触发技能衰减,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-19,USER-G004,reminder_response,2025-08-12T16:00:00Z,SKILL-058,,,0,completed,neutral,active,low,响应任务提醒并更新完成状态,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-20,USER-G004,profile_recalculated,2025-08-29T16:00:00Z,SKILL-002,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-21,USER-G004,onboarding,2025-09-15T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-22,USER-G004,skill_assessment,2025-10-02T16:00:00Z,SKILL-020,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-23,USER-G004,course_started,2025-10-19T16:00:00Z,SKILL-023,RES-0002,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-24,USER-G004,task_completed,2025-11-05T16:00:00Z,SKILL-033,RES-0033,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-25,USER-G004,skill_practice,2025-11-22T16:00:00Z,SKILL-058,RES-0001,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-26,USER-G004,course_completed,2025-12-09T16:00:00Z,SKILL-002,RES-0001,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-27,USER-G004,project_started,2025-12-26T16:00:00Z,SKILL-017,RES-0430,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-28,USER-G004,job_viewed,2026-01-12T16:00:00Z,,,JOB-AI-ALG-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-29,USER-G004,feedback_submitted,2026-01-29T16:00:00Z,SKILL-023,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G004-30,USER-G004,task_completed,2026-02-15T16:00:00Z,SKILL-033,RES-0033,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-01,USER-G005,onboarding,2024-10-10T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-02,USER-G005,skill_assessment,2024-10-27T16:00:00Z,SKILL-010,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-03,USER-G005,course_started,2024-11-13T16:00:00Z,SKILL-013,RES-0133,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-04,USER-G005,task_completed,2024-11-30T16:00:00Z,SKILL-016,RES-0136,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-05,USER-G005,skill_practice,2024-12-17T16:00:00Z,SKILL-043,RES-0029,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-06,USER-G005,course_completed,2025-01-03T16:00:00Z,SKILL-046,RES-0032,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-07,USER-G005,project_started,2025-01-20T16:00:00Z,SKILL-054,RES-0005,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-08,USER-G005,job_viewed,2025-02-06T16:00:00Z,,,JOB-DATA-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-09,USER-G005,feedback_submitted,2025-02-23T16:00:00Z,SKILL-013,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-10,USER-G005,task_completed,2025-03-12T16:00:00Z,SKILL-016,RES-0136,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-11,USER-G005,project_completed,2025-03-29T16:00:00Z,SKILL-043,RES-0029,,8,completed,positive,progressing,low,完成项目、说明文档和复盘,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-12,USER-G005,profile_recalculated,2025-04-15T16:00:00Z,SKILL-046,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-13,USER-G005,job_saved,2025-05-02T16:00:00Z,,,JOB-DATA-0013,0,completed,neutral,active,low,收藏一个模拟目标岗位,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-14,USER-G005,application_submitted,2025-05-19T16:00:00Z,,,JOB-DATA-0014,0,completed,neutral,active,low,向模拟岗位提交申请,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-15,USER-G005,interview_result,2025-06-05T16:00:00Z,,,JOB-DATA-0015,0,completed,disappointed,active,low,记录模拟面试反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-16,USER-G005,plan_adjusted,2025-06-22T16:00:00Z,SKILL-016,,,0,completed,neutral,plan_rebalanced,low,根据时间和反馈调整学习计划,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-17,USER-G005,skill_practice,2025-07-09T16:00:00Z,SKILL-043,RES-0029,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-18,USER-G005,inactivity,2025-07-26T16:00:00Z,SKILL-046,,,-4,attention_needed,frustrated,learning_stalled,medium,超过设定周期未产生学习证据，触发技能衰减,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-19,USER-G005,reminder_response,2025-08-12T16:00:00Z,SKILL-054,,,0,completed,neutral,active,low,响应任务提醒并更新完成状态,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-20,USER-G005,profile_recalculated,2025-08-29T16:00:00Z,SKILL-010,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-21,USER-G005,onboarding,2025-09-15T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-22,USER-G005,skill_assessment,2025-10-02T16:00:00Z,SKILL-016,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-23,USER-G005,course_started,2025-10-19T16:00:00Z,SKILL-043,RES-0029,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-24,USER-G005,task_completed,2025-11-05T16:00:00Z,SKILL-046,RES-0032,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-25,USER-G005,skill_practice,2025-11-22T16:00:00Z,SKILL-054,RES-0005,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-26,USER-G005,course_completed,2025-12-09T16:00:00Z,SKILL-010,RES-0430,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-27,USER-G005,project_started,2025-12-26T16:00:00Z,SKILL-013,RES-0133,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-28,USER-G005,job_viewed,2026-01-12T16:00:00Z,,,JOB-DATA-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-29,USER-G005,feedback_submitted,2026-01-29T16:00:00Z,SKILL-043,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G005-30,USER-G005,task_completed,2026-02-15T16:00:00Z,SKILL-046,RES-0032,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-01,USER-G006,onboarding,2024-10-10T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-02,USER-G006,skill_assessment,2024-10-27T16:00:00Z,SKILL-009,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-03,USER-G006,course_started,2024-11-13T16:00:00Z,SKILL-027,RES-0027,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-04,USER-G006,task_completed,2024-11-30T16:00:00Z,SKILL-030,RES-0023,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-05,USER-G006,skill_practice,2024-12-17T16:00:00Z,SKILL-036,RES-0029,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-06,USER-G006,course_completed,2025-01-03T16:00:00Z,SKILL-039,RES-0032,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-07,USER-G006,project_started,2025-01-20T16:00:00Z,SKILL-001,RES-0121,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-08,USER-G006,job_viewed,2025-02-06T16:00:00Z,,,JOB-AI-APP-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-09,USER-G006,feedback_submitted,2025-02-23T16:00:00Z,SKILL-027,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-10,USER-G006,task_completed,2025-03-12T16:00:00Z,SKILL-030,RES-0023,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-11,USER-G006,project_completed,2025-03-29T16:00:00Z,SKILL-036,RES-0029,,8,completed,positive,progressing,low,完成项目、说明文档和复盘,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-12,USER-G006,profile_recalculated,2025-04-15T16:00:00Z,SKILL-039,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-13,USER-G006,job_saved,2025-05-02T16:00:00Z,,,JOB-AI-APP-0013,0,completed,neutral,active,low,收藏一个模拟目标岗位,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-14,USER-G006,application_submitted,2025-05-19T16:00:00Z,,,JOB-AI-APP-0014,0,completed,neutral,active,low,向模拟岗位提交申请,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-15,USER-G006,interview_result,2025-06-05T16:00:00Z,,,JOB-AI-APP-0015,0,completed,disappointed,active,low,记录模拟面试反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-16,USER-G006,plan_adjusted,2025-06-22T16:00:00Z,SKILL-030,,,0,completed,neutral,plan_rebalanced,low,根据时间和反馈调整学习计划,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-17,USER-G006,skill_practice,2025-07-09T16:00:00Z,SKILL-036,RES-0029,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-18,USER-G006,inactivity,2025-07-26T16:00:00Z,SKILL-039,,,-4,attention_needed,frustrated,learning_stalled,medium,超过设定周期未产生学习证据，触发技能衰减,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-19,USER-G006,reminder_response,2025-08-12T16:00:00Z,SKILL-001,,,0,completed,neutral,active,low,响应任务提醒并更新完成状态,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-20,USER-G006,profile_recalculated,2025-08-29T16:00:00Z,SKILL-009,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-21,USER-G006,onboarding,2025-09-15T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-22,USER-G006,skill_assessment,2025-10-02T16:00:00Z,SKILL-030,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-23,USER-G006,course_started,2025-10-19T16:00:00Z,SKILL-036,RES-0029,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-24,USER-G006,task_completed,2025-11-05T16:00:00Z,SKILL-039,RES-0032,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-25,USER-G006,skill_practice,2025-11-22T16:00:00Z,SKILL-001,RES-0121,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-26,USER-G006,course_completed,2025-12-09T16:00:00Z,SKILL-009,RES-0122,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-27,USER-G006,project_started,2025-12-26T16:00:00Z,SKILL-027,RES-0140,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-28,USER-G006,job_viewed,2026-01-12T16:00:00Z,,,JOB-AI-APP-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-29,USER-G006,feedback_submitted,2026-01-29T16:00:00Z,SKILL-036,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G006-30,USER-G006,task_completed,2026-02-15T16:00:00Z,SKILL-039,RES-0032,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-01,USER-G007,onboarding,2024-10-10T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-02,USER-G007,skill_assessment,2024-10-27T16:00:00Z,SKILL-025,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-03,USER-G007,course_started,2024-11-13T16:00:00Z,SKILL-028,RES-0028,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-04,USER-G007,task_completed,2024-11-30T16:00:00Z,SKILL-034,RES-0140,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-05,USER-G007,skill_practice,2024-12-17T16:00:00Z,SKILL-037,RES-0143,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-06,USER-G007,course_completed,2025-01-03T16:00:00Z,SKILL-043,RES-0029,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-07,USER-G007,project_started,2025-01-20T16:00:00Z,SKILL-007,RES-0127,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-08,USER-G007,job_viewed,2025-02-06T16:00:00Z,,,JOB-AI-APP-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-09,USER-G007,feedback_submitted,2025-02-23T16:00:00Z,SKILL-028,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-10,USER-G007,task_completed,2025-03-12T16:00:00Z,SKILL-034,RES-0140,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-11,USER-G007,project_completed,2025-03-29T16:00:00Z,SKILL-037,RES-0023,,8,completed,positive,progressing,low,完成项目、说明文档和复盘,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-12,USER-G007,profile_recalculated,2025-04-15T16:00:00Z,SKILL-043,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-13,USER-G007,job_saved,2025-05-02T16:00:00Z,,,JOB-AI-APP-0013,0,completed,neutral,active,low,收藏一个模拟目标岗位,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-14,USER-G007,application_submitted,2025-05-19T16:00:00Z,,,JOB-AI-APP-0014,0,completed,neutral,active,low,向模拟岗位提交申请,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-15,USER-G007,interview_result,2025-06-05T16:00:00Z,,,JOB-AI-APP-0015,0,completed,disappointed,active,low,记录模拟面试反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
