knowledge_card_id,category,title,content,keywords,related_entity_type,related_entity_id,schema_version,origin,is_synthetic,source_ids,generated_at,confidence,claim_level,verification_status,last_verified_at,license_scope,is_market_fact,data_split
KC-SKILL-050-L1,skill_level,跨岗位沟通等级1,跨岗位沟通属于沟通协作与职业素养。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,跨岗位沟通|沟通协作与职业素养|能力等级|证据,skill,SKILL-050,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-051-L1,skill_level,远程协作等级1,远程协作属于沟通协作与职业素养。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,远程协作|沟通协作与职业素养|能力等级|证据,skill,SKILL-051,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-052-L1,skill_level,团队协作等级1,团队协作属于沟通协作与职业素养。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,团队协作|沟通协作与职业素养|能力等级|证据,skill,SKILL-052,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-053-L1,skill_level,时间管理等级1,时间管理属于沟通协作与职业素养。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,时间管理|沟通协作与职业素养|能力等级|证据,skill,SKILL-053,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-054-L1,skill_level,职业伦理与隐私等级1,职业伦理与隐私属于沟通协作与职业素养。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,职业伦理与隐私|沟通协作与职业素养|能力等级|证据,skill,SKILL-054,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-055-L1,skill_level,自主学习等级1,自主学习属于学习成长与项目实践。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,自主学习|学习成长与项目实践|能力等级|证据,skill,SKILL-055,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-056-L1,skill_level,知识管理等级1,知识管理属于学习成长与项目实践。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,知识管理|学习成长与项目实践|能力等级|证据,skill,SKILL-056,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-057-L2,skill_level,项目规划等级2,项目规划属于学习成长与项目实践。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,项目规划|学习成长与项目实践|能力等级|证据,skill,SKILL-057,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-058-L1,skill_level,项目交付等级1,项目交付属于学习成长与项目实践。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,项目交付|学习成长与项目实践|能力等级|证据,skill,SKILL-058,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-059-L1,skill_level,复盘与反馈等级1,复盘与反馈属于学习成长与项目实践。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,复盘与反馈|学习成长与项目实践|能力等级|证据,skill,SKILL-059,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-060-L1,skill_level,职业探索等级1,职业探索属于学习成长与项目实践。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,职业探索|学习成长与项目实践|能力等级|证据,skill,SKILL-060,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-001-L3,skill_level,Python编程等级3,Python编程属于编程与计算基础。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,Python编程|编程与计算基础|能力等级|证据,skill,SKILL-001,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-002-L2,skill_level,数据结构与算法等级2,数据结构与算法属于编程与计算基础。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,数据结构与算法|编程与计算基础|能力等级|证据,skill,SKILL-002,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-003-L2,skill_level,面向对象设计等级2,面向对象设计属于编程与计算基础。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,面向对象设计|编程与计算基础|能力等级|证据,skill,SKILL-003,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-004-L2,skill_level,计算机系统基础等级2,计算机系统基础属于编程与计算基础。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,计算机系统基础|编程与计算基础|能力等级|证据,skill,SKILL-004,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-005-L3,skill_level,计算机网络等级3,计算机网络属于编程与计算基础。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,计算机网络|编程与计算基础|能力等级|证据,skill,SKILL-005,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-006-L2,skill_level,Linux使用等级2,Linux使用属于编程与计算基础。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,Linux使用|编程与计算基础|能力等级|证据,skill,SKILL-006,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-007-L2,skill_level,软件工程等级2,软件工程属于编程与计算基础。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,软件工程|编程与计算基础|能力等级|证据,skill,SKILL-007,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-008-L2,skill_level,测试与调试等级2,测试与调试属于编程与计算基础。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,测试与调试|编程与计算基础|能力等级|证据,skill,SKILL-008,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-009-L2,skill_level,SQL等级2,SQL属于数据处理与分析。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,SQL|数据处理与分析|能力等级|证据,skill,SKILL-009,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-010-L2,skill_level,数据清洗等级2,数据清洗属于数据处理与分析。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,数据清洗|数据处理与分析|能力等级|证据,skill,SKILL-010,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-011-L2,skill_level,统计学基础等级2,统计学基础属于数据处理与分析。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,统计学基础|数据处理与分析|能力等级|证据,skill,SKILL-011,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-012-L2,skill_level,探索性数据分析等级2,探索性数据分析属于数据处理与分析。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,探索性数据分析|数据处理与分析|能力等级|证据,skill,SKILL-012,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-013-L2,skill_level,数据可视化等级2,数据可视化属于数据处理与分析。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,数据可视化|数据处理与分析|能力等级|证据,skill,SKILL-013,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-RES-0018,learning_resource,国产大模型之腾讯混元大模型应用实战课,仅保存官方页面公开元数据；课程内容、状态和适用对象以原页面为准。 难度为intermediate，预计14小时，先修能力建议不低于50分。,国产大模型之腾讯混元大模型应用实战课|verified_course_metadata|intermediate,resource,RES-0018,1.2.0,public_metadata,false,SRC-SMARTEDU,2026-09-13T00:00:00+08:00,0.97,verified_primary,verified,2026-09-05,metadata_only,false,dev
KC-RES-0034,learning_resource,API设计课程主题卡（intermediate）,参赛团队根据公开目录为API设计整理的学习主题，不对应一门官方课程。 难度为intermediate，预计18小时，先修能力建议不低于50分。,API设计课程主题卡（intermediate）|public_catalog_topic_card|intermediate,resource,RES-0034,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
KC-RES-0055,learning_resource,自主学习课程主题卡（intermediate）,参赛团队根据公开目录为自主学习整理的学习主题，不对应一门官方课程。 难度为intermediate，预计39小时，先修能力建议不低于50分。,自主学习课程主题卡（intermediate）|public_catalog_topic_card|intermediate,resource,RES-0055,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
KC-RES-0071,learning_resource,统计学基础课程主题卡（advanced）,参赛团队根据公开目录为统计学基础整理的学习主题，不对应一门官方课程。 难度为advanced，预计27小时，先修能力建议不低于70分。,统计学基础课程主题卡（advanced）|public_catalog_topic_card|advanced,resource,RES-0071,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
KC-RES-0092,learning_resource,AI安全与评测课程主题卡（advanced）,参赛团队根据公开目录为AI安全与评测整理的学习主题，不对应一门官方课程。 难度为advanced，预计20小时，先修能力建议不低于70分。,AI安全与评测课程主题卡（advanced）|public_catalog_topic_card|advanced,resource,RES-0092,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
KC-RES-0108,learning_resource,书面沟通课程主题卡（beginner）,参赛团队根据公开目录为书面沟通整理的学习主题，不对应一门官方课程。 难度为beginner，预计36小时，先修能力建议不低于20分。,书面沟通课程主题卡（beginner）|public_catalog_topic_card|beginner,resource,RES-0108,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
KC-RES-0129,learning_resource,SQL实践项目-009,围绕SQL完成可运行成果、说明文档和复盘。 难度为beginner，预计30小时，先修能力建议不低于20分。,SQL实践项目-009|synthetic_project|beginner,resource,RES-0129,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0145,learning_resource,大模型基础实践项目-025,围绕大模型基础完成可运行成果、说明文档和复盘。 难度为intermediate，预计11小时，先修能力建议不低于50分。,大模型基础实践项目-025|synthetic_project|intermediate,resource,RES-0145,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0166,learning_resource,业务理解实践项目-046,围绕业务理解完成可运行成果、说明文档和复盘。 难度为intermediate，预计32小时，先修能力建议不低于50分。,业务理解实践项目-046|synthetic_project|intermediate,resource,RES-0166,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0182,learning_resource,数据结构与算法实践项目-062,围绕数据结构与算法完成可运行成果、说明文档和复盘。 难度为advanced，预计13小时，先修能力建议不低于70分。,数据结构与算法实践项目-062|synthetic_project|advanced,resource,RES-0182,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0203,learning_resource,自然语言处理实践项目-083,围绕自然语言处理完成可运行成果、说明文档和复盘。 难度为advanced，预计34小时，先修能力建议不低于70分。,自然语言处理实践项目-083|synthetic_project|advanced,resource,RES-0203,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0219,learning_resource,监控与可观测性实践项目-099,围绕监控与可观测性完成可运行成果、说明文档和复盘。 难度为beginner，预计15小时，先修能力建议不低于20分。,监控与可观测性实践项目-099|synthetic_project|beginner,resource,RES-0219,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0240,learning_resource,职业探索实践项目-120,围绕职业探索完成可运行成果、说明文档和复盘。 难度为beginner，预计36小时，先修能力建议不低于20分。,职业探索实践项目-120|synthetic_project|beginner,resource,RES-0240,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0256,learning_resource,实验与A/B测试实践项目-136,围绕实验与A/B测试完成可运行成果、说明文档和复盘。 难度为intermediate，预计17小时，先修能力建议不低于50分。,实验与A/B测试实践项目-136|synthetic_project|intermediate,resource,RES-0256,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0277,learning_resource,CI/CD实践项目-157,围绕CI/CD完成可运行成果、说明文档和复盘。 难度为intermediate，预计38小时，先修能力建议不低于50分。,CI/CD实践项目-157|synthetic_project|intermediate,resource,RES-0277,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0293,learning_resource,时间管理实践项目-173,围绕时间管理完成可运行成果、说明文档和复盘。 难度为advanced，预计19小时，先修能力建议不低于70分。,时间管理实践项目-173|synthetic_project|advanced,resource,RES-0293,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0314,learning_resource,Excel与BI工具实践项目-194,围绕Excel与BI工具完成可运行成果、说明文档和复盘。 难度为advanced，预计40小时，先修能力建议不低于70分。,Excel与BI工具实践项目-194|synthetic_project|advanced,resource,RES-0314,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0330,learning_resource,MCP与工具调用实践项目-210,围绕MCP与工具调用完成可运行成果、说明文档和复盘。 难度为beginner，预计21小时，先修能力建议不低于20分。,MCP与工具调用实践项目-210|synthetic_project|beginner,resource,RES-0330,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0367,learning_resource,软件工程实践项目-247,围绕软件工程完成可运行成果、说明文档和复盘。 难度为intermediate，预计23小时，先修能力建议不低于50分。,软件工程实践项目-247|synthetic_project|intermediate,resource,RES-0367,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0404,learning_resource,用户研究实践项目-284,围绕用户研究完成可运行成果、说明文档和复盘。 难度为advanced，预计25小时，先修能力建议不低于70分。,用户研究实践项目-284|synthetic_project|advanced,resource,RES-0404,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0441,learning_resource,模型评估能力测评-021,通过任务和量表验证模型评估，结果仅用于学习建议。 难度为beginner，预计2小时，先修能力建议不低于20分。,模型评估能力测评-021|synthetic_assessment|beginner,resource,RES-0441,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0478,learning_resource,项目交付能力测评-058,通过任务和量表验证项目交付，结果仅用于学习建议。 难度为intermediate，预计4小时，先修能力建议不低于50分。,项目交付能力测评-058|synthetic_assessment|intermediate,resource,RES-0478,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0515,learning_resource,后端服务开发能力测评-095,通过任务和量表验证后端服务开发，结果仅用于学习建议。 难度为advanced，预计1小时，先修能力建议不低于70分。,后端服务开发能力测评-095|synthetic_assessment|advanced,resource,RES-0515,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0552,learning_resource,探索性数据分析职业应用指南-012,用于学习或理解探索性数据分析，内容为演示指南。 难度为beginner，预计2小时，先修能力建议不低于20分。,探索性数据分析职业应用指南-012|synthetic_guide|beginner,resource,RES-0552,1.2.0,synthetic,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,reference_only,false,dev
KC-RES-0589,learning_resource,表达与汇报职业应用指南-049,用于学习或理解表达与汇报，内容为演示指南。 难度为intermediate，预计3小时，先修能力建议不低于50分。,表达与汇报职业应用指南-049|synthetic_guide|intermediate,resource,RES-0589,1.2.0,synthetic,true,SRC-PIPL|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,reference_only,false,dev
KC-RES-0001,learning_resource,人工智能导论,仅保存官方页面公开元数据；课程内容、状态和适用对象以原页面为准。 难度为beginner，预计36小时，先修能力建议不低于20分。,人工智能导论|verified_course_metadata|beginner,resource,RES-0001,1.2.0,public_metadata,false,SRC-SMARTEDU,2026-09-13T00:00:00+08:00,0.97,verified_primary,verified,2026-09-05,metadata_only,false,dev
KC-RES-0002,learning_resource,人工智能概论,仅保存官方页面公开元数据；课程内容、状态和适用对象以原页面为准。 难度为beginner，预计38小时，先修能力建议不低于20分。,人工智能概论|verified_course_metadata|beginner,resource,RES-0002,1.2.0,public_metadata,false,SRC-SMARTEDU,2026-09-13T00:00:00+08:00,0.97,verified_primary,verified,2026-09-05,metadata_only,false,dev
KC-RES-0003,learning_resource,人工智能导论,仅保存官方页面公开元数据；课程内容、状态和适用对象以原页面为准。 难度为beginner，预计38小时，先修能力建议不低于20分。,人工智能导论|verified_course_metadata|beginner,resource,RES-0003,1.2.0,public_metadata,false,SRC-SMARTEDU,2026-09-13T00:00:00+08:00,0.97,verified_primary,verified,2026-09-05,metadata_only,false,dev
KC-RES-0004,learning_resource,人工智能基础,仅保存官方页面公开元数据；课程内容、状态和适用对象以原页面为准。 难度为beginner，预计20小时，先修能力建议不低于20分。,人工智能基础|verified_course_metadata|beginner,resource,RES-0004,1.2.0,public_metadata,false,SRC-SMARTEDU,2026-09-13T00:00:00+08:00,0.97,verified_primary,verified,2026-09-05,metadata_only,false,dev
KC-RES-0005,learning_resource,人工智能,仅保存官方页面公开元数据；课程内容、状态和适用对象以原页面为准。 难度为intermediate，预计50小时，先修能力建议不低于50分。,人工智能|verified_course_metadata|intermediate,resource,RES-0005,1.2.0,public_metadata,false,SRC-SMARTEDU,2026-09-13T00:00:00+08:00,0.97,verified_primary,verified,2026-09-05,metadata_only,false,dev
KC-RES-0023,learning_resource,自然语言处理课程主题卡（advanced）,参赛团队根据公开目录为自然语言处理整理的学习主题，不对应一门官方课程。 难度为advanced，预计35小时，先修能力建议不低于70分。,自然语言处理课程主题卡（advanced）|public_catalog_topic_card|advanced,resource,RES-0023,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
KC-RES-0024,learning_resource,模型调优课程主题卡（beginner）,参赛团队根据公开目录为模型调优整理的学习主题，不对应一门官方课程。 难度为beginner，预计36小时，先修能力建议不低于20分。,模型调优课程主题卡（beginner）|public_catalog_topic_card|beginner,resource,RES-0024,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
KC-RES-0025,learning_resource,大模型基础课程主题卡（intermediate）,参赛团队根据公开目录为大模型基础整理的学习主题，不对应一门官方课程。 难度为intermediate，预计37小时，先修能力建议不低于50分。,大模型基础课程主题卡（intermediate）|public_catalog_topic_card|intermediate,resource,RES-0025,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
KC-RES-0026,learning_resource,提示词设计课程主题卡（advanced）,参赛团队根据公开目录为提示词设计整理的学习主题，不对应一门官方课程。 难度为advanced，预计38小时，先修能力建议不低于70分。,提示词设计课程主题卡（advanced）|public_catalog_topic_card|advanced,resource,RES-0026,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
KC-RES-0027,learning_resource,RAG应用课程主题卡（beginner）,参赛团队根据公开目录为RAG应用整理的学习主题，不对应一门官方课程。 难度为beginner，预计39小时，先修能力建议不低于20分。,RAG应用课程主题卡（beginner）|public_catalog_topic_card|beginner,resource,RES-0027,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
KC-RES-0028,learning_resource,向量数据库课程主题卡（intermediate）,参赛团队根据公开目录为向量数据库整理的学习主题，不对应一门官方课程。 难度为intermediate，预计12小时，先修能力建议不低于50分。,向量数据库课程主题卡（intermediate）|public_catalog_topic_card|intermediate,resource,RES-0028,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
KC-RES-0029,learning_resource,智能体开发课程主题卡（advanced）,参赛团队根据公开目录为智能体开发整理的学习主题，不对应一门官方课程。 难度为advanced，预计13小时，先修能力建议不低于70分。,智能体开发课程主题卡（advanced）|public_catalog_topic_card|advanced,resource,RES-0029,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
KC-RES-0121,learning_resource,Python编程实践项目-001,围绕Python编程完成可运行成果、说明文档和复盘。 难度为intermediate，预计22小时，先修能力建议不低于50分。,Python编程实践项目-001|synthetic_project|intermediate,resource,RES-0121,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0122,learning_resource,数据结构与算法实践项目-002,围绕数据结构与算法完成可运行成果、说明文档和复盘。 难度为advanced，预计23小时，先修能力建议不低于70分。,数据结构与算法实践项目-002|synthetic_project|advanced,resource,RES-0122,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0123,learning_resource,面向对象设计实践项目-003,围绕面向对象设计完成可运行成果、说明文档和复盘。 难度为beginner，预计24小时，先修能力建议不低于20分。,面向对象设计实践项目-003|synthetic_project|beginner,resource,RES-0123,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0124,learning_resource,计算机系统基础实践项目-004,围绕计算机系统基础完成可运行成果、说明文档和复盘。 难度为intermediate，预计25小时，先修能力建议不低于50分。,计算机系统基础实践项目-004|synthetic_project|intermediate,resource,RES-0124,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0125,learning_resource,计算机网络实践项目-005,围绕计算机网络完成可运行成果、说明文档和复盘。 难度为advanced，预计26小时，先修能力建议不低于70分。,计算机网络实践项目-005|synthetic_project|advanced,resource,RES-0125,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0126,learning_resource,Linux使用实践项目-006,围绕Linux使用完成可运行成果、说明文档和复盘。 难度为beginner，预计27小时，先修能力建议不低于20分。,Linux使用实践项目-006|synthetic_project|beginner,resource,RES-0126,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0127,learning_resource,软件工程实践项目-007,围绕软件工程完成可运行成果、说明文档和复盘。 难度为intermediate，预计28小时，先修能力建议不低于50分。,软件工程实践项目-007|synthetic_project|intermediate,resource,RES-0127,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0128,learning_resource,测试与调试实践项目-008,围绕测试与调试完成可运行成果、说明文档和复盘。 难度为advanced，预计29小时，先修能力建议不低于70分。,测试与调试实践项目-008|synthetic_project|advanced,resource,RES-0128,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0130,learning_resource,数据清洗实践项目-010,围绕数据清洗完成可运行成果、说明文档和复盘。 难度为intermediate，预计31小时，先修能力建议不低于50分。,数据清洗实践项目-010|synthetic_project|intermediate,resource,RES-0130,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
