resource_id,title,resource_type,provider,url,difficulty,estimated_hours,prerequisite_score,page_kind,metadata_scope,verified_individual_page,claim_level,summary
RES-0091,模型微调课程主题卡（intermediate）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,19,50,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为模型微调整理的学习主题，不对应一门官方课程。
RES-0092,AI安全与评测课程主题卡（advanced）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,20,70,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为AI安全与评测整理的学习主题，不对应一门官方课程。
RES-0093,Git版本控制课程主题卡（beginner）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,21,20,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为Git版本控制整理的学习主题，不对应一门官方课程。
RES-0094,API设计课程主题卡（intermediate）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,22,50,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为API设计整理的学习主题，不对应一门官方课程。
RES-0095,后端服务开发课程主题卡（advanced）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,23,70,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为后端服务开发整理的学习主题，不对应一门官方课程。
RES-0096,Docker容器课程主题卡（beginner）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,24,20,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为Docker容器整理的学习主题，不对应一门官方课程。
RES-0097,CI/CD课程主题卡（intermediate）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,25,50,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为CI/CD整理的学习主题，不对应一门官方课程。
RES-0098,云端部署课程主题卡（advanced）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,26,70,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为云端部署整理的学习主题，不对应一门官方课程。
RES-0099,监控与可观测性课程主题卡（beginner）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,27,20,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为监控与可观测性整理的学习主题，不对应一门官方课程。
RES-0100,数据工程管道课程主题卡（intermediate）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,28,50,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为数据工程管道整理的学习主题，不对应一门官方课程。
RES-0101,问题拆解课程主题卡（advanced）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,29,70,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为问题拆解整理的学习主题，不对应一门官方课程。
RES-0102,系统思维课程主题卡（beginner）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,30,20,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为系统思维整理的学习主题，不对应一门官方课程。
RES-0103,需求分析课程主题卡（intermediate）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,31,50,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为需求分析整理的学习主题，不对应一门官方课程。
RES-0104,用户研究课程主题卡（advanced）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,32,70,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为用户研究整理的学习主题，不对应一门官方课程。
RES-0105,指标设计课程主题卡（beginner）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,33,20,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为指标设计整理的学习主题，不对应一门官方课程。
RES-0106,业务理解课程主题卡（intermediate）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,34,50,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为业务理解整理的学习主题，不对应一门官方课程。
RES-0107,创新与方案比较课程主题卡（advanced）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,35,70,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为创新与方案比较整理的学习主题，不对应一门官方课程。
RES-0108,书面沟通课程主题卡（beginner）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,36,20,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为书面沟通整理的学习主题，不对应一门官方课程。
RES-0109,表达与汇报课程主题卡（intermediate）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,37,50,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为表达与汇报整理的学习主题，不对应一门官方课程。
RES-0110,跨岗位沟通课程主题卡（advanced）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,38,70,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为跨岗位沟通整理的学习主题，不对应一门官方课程。
RES-0111,远程协作课程主题卡（beginner）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,39,20,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为远程协作整理的学习主题，不对应一门官方课程。
RES-0112,团队协作课程主题卡（intermediate）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,12,50,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为团队协作整理的学习主题，不对应一门官方课程。
RES-0113,时间管理课程主题卡（advanced）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,13,70,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为时间管理整理的学习主题，不对应一门官方课程。
RES-0114,职业伦理与隐私课程主题卡（beginner）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,14,20,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为职业伦理与隐私整理的学习主题，不对应一门官方课程。
RES-0115,自主学习课程主题卡（intermediate）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,15,50,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为自主学习整理的学习主题，不对应一门官方课程。
RES-0116,知识管理课程主题卡（advanced）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,16,70,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为知识管理整理的学习主题，不对应一门官方课程。
RES-0117,项目规划课程主题卡（beginner）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,17,20,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为项目规划整理的学习主题，不对应一门官方课程。
RES-0118,项目交付课程主题卡（intermediate）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,18,50,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为项目交付整理的学习主题，不对应一门官方课程。
RES-0119,复盘与反馈课程主题卡（advanced）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,19,70,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为复盘与反馈整理的学习主题，不对应一门官方课程。
RES-0120,职业探索课程主题卡（beginner）,public_catalog_topic_card,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,20,20,derived_topic_card,参赛团队基于公开目录派生,False,primary_derived,参赛团队根据公开目录为职业探索整理的学习主题，不对应一门官方课程。
RES-0121,Python编程实践项目-001,synthetic_project,系统实践任务库,,intermediate,22,50,synthetic,参赛团队生成,False,synthetic,围绕Python编程完成可运行成果、说明文档和复盘。
RES-0122,数据结构与算法实践项目-002,synthetic_project,系统实践任务库,,advanced,23,70,synthetic,参赛团队生成,False,synthetic,围绕数据结构与算法完成可运行成果、说明文档和复盘。
RES-0123,面向对象设计实践项目-003,synthetic_project,系统实践任务库,,beginner,24,20,synthetic,参赛团队生成,False,synthetic,围绕面向对象设计完成可运行成果、说明文档和复盘。
RES-0124,计算机系统基础实践项目-004,synthetic_project,系统实践任务库,,intermediate,25,50,synthetic,参赛团队生成,False,synthetic,围绕计算机系统基础完成可运行成果、说明文档和复盘。
RES-0125,计算机网络实践项目-005,synthetic_project,系统实践任务库,,advanced,26,70,synthetic,参赛团队生成,False,synthetic,围绕计算机网络完成可运行成果、说明文档和复盘。
RES-0126,Linux使用实践项目-006,synthetic_project,系统实践任务库,,beginner,27,20,synthetic,参赛团队生成,False,synthetic,围绕Linux使用完成可运行成果、说明文档和复盘。
RES-0127,软件工程实践项目-007,synthetic_project,系统实践任务库,,intermediate,28,50,synthetic,参赛团队生成,False,synthetic,围绕软件工程完成可运行成果、说明文档和复盘。
RES-0128,测试与调试实践项目-008,synthetic_project,系统实践任务库,,advanced,29,70,synthetic,参赛团队生成,False,synthetic,围绕测试与调试完成可运行成果、说明文档和复盘。
RES-0129,SQL实践项目-009,synthetic_project,系统实践任务库,,beginner,30,20,synthetic,参赛团队生成,False,synthetic,围绕SQL完成可运行成果、说明文档和复盘。
RES-0130,数据清洗实践项目-010,synthetic_project,系统实践任务库,,intermediate,31,50,synthetic,参赛团队生成,False,synthetic,围绕数据清洗完成可运行成果、说明文档和复盘。
RES-0131,统计学基础实践项目-011,synthetic_project,系统实践任务库,,advanced,32,70,synthetic,参赛团队生成,False,synthetic,围绕统计学基础完成可运行成果、说明文档和复盘。
RES-0132,探索性数据分析实践项目-012,synthetic_project,系统实践任务库,,beginner,33,20,synthetic,参赛团队生成,False,synthetic,围绕探索性数据分析完成可运行成果、说明文档和复盘。
RES-0133,数据可视化实践项目-013,synthetic_project,系统实践任务库,,intermediate,34,50,synthetic,参赛团队生成,False,synthetic,围绕数据可视化完成可运行成果、说明文档和复盘。
RES-0134,Excel与BI工具实践项目-014,synthetic_project,系统实践任务库,,advanced,35,70,synthetic,参赛团队生成,False,synthetic,围绕Excel与BI工具完成可运行成果、说明文档和复盘。
RES-0135,数据建模实践项目-015,synthetic_project,系统实践任务库,,beginner,36,20,synthetic,参赛团队生成,False,synthetic,围绕数据建模完成可运行成果、说明文档和复盘。
RES-0136,实验与A/B测试实践项目-016,synthetic_project,系统实践任务库,,intermediate,37,50,synthetic,参赛团队生成,False,synthetic,围绕实验与A/B测试完成可运行成果、说明文档和复盘。
RES-0137,线性代数实践项目-017,synthetic_project,系统实践任务库,,advanced,38,70,synthetic,参赛团队生成,False,synthetic,围绕线性代数完成可运行成果、说明文档和复盘。
RES-0138,微积分与优化实践项目-018,synthetic_project,系统实践任务库,,beginner,39,20,synthetic,参赛团队生成,False,synthetic,围绕微积分与优化完成可运行成果、说明文档和复盘。
RES-0139,机器学习实践项目-019,synthetic_project,系统实践任务库,,intermediate,40,50,synthetic,参赛团队生成,False,synthetic,围绕机器学习完成可运行成果、说明文档和复盘。
RES-0140,特征工程实践项目-020,synthetic_project,系统实践任务库,,advanced,6,70,synthetic,参赛团队生成,False,synthetic,围绕特征工程完成可运行成果、说明文档和复盘。
RES-0141,模型评估实践项目-021,synthetic_project,系统实践任务库,,beginner,7,20,synthetic,参赛团队生成,False,synthetic,围绕模型评估完成可运行成果、说明文档和复盘。
RES-0142,深度学习实践项目-022,synthetic_project,系统实践任务库,,intermediate,8,50,synthetic,参赛团队生成,False,synthetic,围绕深度学习完成可运行成果、说明文档和复盘。
RES-0143,自然语言处理实践项目-023,synthetic_project,系统实践任务库,,advanced,9,70,synthetic,参赛团队生成,False,synthetic,围绕自然语言处理完成可运行成果、说明文档和复盘。
RES-0144,模型调优实践项目-024,synthetic_project,系统实践任务库,,beginner,10,20,synthetic,参赛团队生成,False,synthetic,围绕模型调优完成可运行成果、说明文档和复盘。
RES-0145,大模型基础实践项目-025,synthetic_project,系统实践任务库,,intermediate,11,50,synthetic,参赛团队生成,False,synthetic,围绕大模型基础完成可运行成果、说明文档和复盘。
RES-0146,提示词设计实践项目-026,synthetic_project,系统实践任务库,,advanced,12,70,synthetic,参赛团队生成,False,synthetic,围绕提示词设计完成可运行成果、说明文档和复盘。
RES-0147,RAG应用实践项目-027,synthetic_project,系统实践任务库,,beginner,13,20,synthetic,参赛团队生成,False,synthetic,围绕RAG应用完成可运行成果、说明文档和复盘。
RES-0148,向量数据库实践项目-028,synthetic_project,系统实践任务库,,intermediate,14,50,synthetic,参赛团队生成,False,synthetic,围绕向量数据库完成可运行成果、说明文档和复盘。
RES-0149,智能体开发实践项目-029,synthetic_project,系统实践任务库,,advanced,15,70,synthetic,参赛团队生成,False,synthetic,围绕智能体开发完成可运行成果、说明文档和复盘。
RES-0150,MCP与工具调用实践项目-030,synthetic_project,系统实践任务库,,beginner,16,20,synthetic,参赛团队生成,False,synthetic,围绕MCP与工具调用完成可运行成果、说明文档和复盘。
RES-0151,模型微调实践项目-031,synthetic_project,系统实践任务库,,intermediate,17,50,synthetic,参赛团队生成,False,synthetic,围绕模型微调完成可运行成果、说明文档和复盘。
RES-0152,AI安全与评测实践项目-032,synthetic_project,系统实践任务库,,advanced,18,70,synthetic,参赛团队生成,False,synthetic,围绕AI安全与评测完成可运行成果、说明文档和复盘。
RES-0153,Git版本控制实践项目-033,synthetic_project,系统实践任务库,,beginner,19,20,synthetic,参赛团队生成,False,synthetic,围绕Git版本控制完成可运行成果、说明文档和复盘。
RES-0154,API设计实践项目-034,synthetic_project,系统实践任务库,,intermediate,20,50,synthetic,参赛团队生成,False,synthetic,围绕API设计完成可运行成果、说明文档和复盘。
RES-0155,后端服务开发实践项目-035,synthetic_project,系统实践任务库,,advanced,21,70,synthetic,参赛团队生成,False,synthetic,围绕后端服务开发完成可运行成果、说明文档和复盘。
RES-0156,Docker容器实践项目-036,synthetic_project,系统实践任务库,,beginner,22,20,synthetic,参赛团队生成,False,synthetic,围绕Docker容器完成可运行成果、说明文档和复盘。
RES-0157,CI/CD实践项目-037,synthetic_project,系统实践任务库,,intermediate,23,50,synthetic,参赛团队生成,False,synthetic,围绕CI/CD完成可运行成果、说明文档和复盘。
RES-0158,云端部署实践项目-038,synthetic_project,系统实践任务库,,advanced,24,70,synthetic,参赛团队生成,False,synthetic,围绕云端部署完成可运行成果、说明文档和复盘。
RES-0159,监控与可观测性实践项目-039,synthetic_project,系统实践任务库,,beginner,25,20,synthetic,参赛团队生成,False,synthetic,围绕监控与可观测性完成可运行成果、说明文档和复盘。
RES-0160,数据工程管道实践项目-040,synthetic_project,系统实践任务库,,intermediate,26,50,synthetic,参赛团队生成,False,synthetic,围绕数据工程管道完成可运行成果、说明文档和复盘。
RES-0161,问题拆解实践项目-041,synthetic_project,系统实践任务库,,advanced,27,70,synthetic,参赛团队生成,False,synthetic,围绕问题拆解完成可运行成果、说明文档和复盘。
RES-0162,系统思维实践项目-042,synthetic_project,系统实践任务库,,beginner,28,20,synthetic,参赛团队生成,False,synthetic,围绕系统思维完成可运行成果、说明文档和复盘。
RES-0163,需求分析实践项目-043,synthetic_project,系统实践任务库,,intermediate,29,50,synthetic,参赛团队生成,False,synthetic,围绕需求分析完成可运行成果、说明文档和复盘。
RES-0164,用户研究实践项目-044,synthetic_project,系统实践任务库,,advanced,30,70,synthetic,参赛团队生成,False,synthetic,围绕用户研究完成可运行成果、说明文档和复盘。
RES-0165,指标设计实践项目-045,synthetic_project,系统实践任务库,,beginner,31,20,synthetic,参赛团队生成,False,synthetic,围绕指标设计完成可运行成果、说明文档和复盘。
RES-0166,业务理解实践项目-046,synthetic_project,系统实践任务库,,intermediate,32,50,synthetic,参赛团队生成,False,synthetic,围绕业务理解完成可运行成果、说明文档和复盘。
RES-0167,创新与方案比较实践项目-047,synthetic_project,系统实践任务库,,advanced,33,70,synthetic,参赛团队生成,False,synthetic,围绕创新与方案比较完成可运行成果、说明文档和复盘。
RES-0168,书面沟通实践项目-048,synthetic_project,系统实践任务库,,beginner,34,20,synthetic,参赛团队生成,False,synthetic,围绕书面沟通完成可运行成果、说明文档和复盘。
RES-0169,表达与汇报实践项目-049,synthetic_project,系统实践任务库,,intermediate,35,50,synthetic,参赛团队生成,False,synthetic,围绕表达与汇报完成可运行成果、说明文档和复盘。
RES-0170,跨岗位沟通实践项目-050,synthetic_project,系统实践任务库,,advanced,36,70,synthetic,参赛团队生成,False,synthetic,围绕跨岗位沟通完成可运行成果、说明文档和复盘。
RES-0171,远程协作实践项目-051,synthetic_project,系统实践任务库,,beginner,37,20,synthetic,参赛团队生成,False,synthetic,围绕远程协作完成可运行成果、说明文档和复盘。
RES-0172,团队协作实践项目-052,synthetic_project,系统实践任务库,,intermediate,38,50,synthetic,参赛团队生成,False,synthetic,围绕团队协作完成可运行成果、说明文档和复盘。
RES-0173,时间管理实践项目-053,synthetic_project,系统实践任务库,,advanced,39,70,synthetic,参赛团队生成,False,synthetic,围绕时间管理完成可运行成果、说明文档和复盘。
RES-0174,职业伦理与隐私实践项目-054,synthetic_project,系统实践任务库,,beginner,40,20,synthetic,参赛团队生成,False,synthetic,围绕职业伦理与隐私完成可运行成果、说明文档和复盘。
RES-0175,自主学习实践项目-055,synthetic_project,系统实践任务库,,intermediate,6,50,synthetic,参赛团队生成,False,synthetic,围绕自主学习完成可运行成果、说明文档和复盘。
RES-0176,知识管理实践项目-056,synthetic_project,系统实践任务库,,advanced,7,70,synthetic,参赛团队生成,False,synthetic,围绕知识管理完成可运行成果、说明文档和复盘。
RES-0177,项目规划实践项目-057,synthetic_project,系统实践任务库,,beginner,8,20,synthetic,参赛团队生成,False,synthetic,围绕项目规划完成可运行成果、说明文档和复盘。
RES-0178,项目交付实践项目-058,synthetic_project,系统实践任务库,,intermediate,9,50,synthetic,参赛团队生成,False,synthetic,围绕项目交付完成可运行成果、说明文档和复盘。
RES-0179,复盘与反馈实践项目-059,synthetic_project,系统实践任务库,,advanced,10,70,synthetic,参赛团队生成,False,synthetic,围绕复盘与反馈完成可运行成果、说明文档和复盘。
RES-0180,职业探索实践项目-060,synthetic_project,系统实践任务库,,beginner,11,20,synthetic,参赛团队生成,False,synthetic,围绕职业探索完成可运行成果、说明文档和复盘。
RES-0181,Python编程实践项目-061,synthetic_project,系统实践任务库,,intermediate,12,50,synthetic,参赛团队生成,False,synthetic,围绕Python编程完成可运行成果、说明文档和复盘。
RES-0182,数据结构与算法实践项目-062,synthetic_project,系统实践任务库,,advanced,13,70,synthetic,参赛团队生成,False,synthetic,围绕数据结构与算法完成可运行成果、说明文档和复盘。
RES-0183,面向对象设计实践项目-063,synthetic_project,系统实践任务库,,beginner,14,20,synthetic,参赛团队生成,False,synthetic,围绕面向对象设计完成可运行成果、说明文档和复盘。
RES-0184,计算机系统基础实践项目-064,synthetic_project,系统实践任务库,,intermediate,15,50,synthetic,参赛团队生成,False,synthetic,围绕计算机系统基础完成可运行成果、说明文档和复盘。
RES-0185,计算机网络实践项目-065,synthetic_project,系统实践任务库,,advanced,16,70,synthetic,参赛团队生成,False,synthetic,围绕计算机网络完成可运行成果、说明文档和复盘。
RES-0186,Linux使用实践项目-066,synthetic_project,系统实践任务库,,beginner,17,20,synthetic,参赛团队生成,False,synthetic,围绕Linux使用完成可运行成果、说明文档和复盘。
RES-0187,软件工程实践项目-067,synthetic_project,系统实践任务库,,intermediate,18,50,synthetic,参赛团队生成,False,synthetic,围绕软件工程完成可运行成果、说明文档和复盘。
RES-0188,测试与调试实践项目-068,synthetic_project,系统实践任务库,,advanced,19,70,synthetic,参赛团队生成,False,synthetic,围绕测试与调试完成可运行成果、说明文档和复盘。
RES-0189,SQL实践项目-069,synthetic_project,系统实践任务库,,beginner,20,20,synthetic,参赛团队生成,False,synthetic,围绕SQL完成可运行成果、说明文档和复盘。
RES-0190,数据清洗实践项目-070,synthetic_project,系统实践任务库,,intermediate,21,50,synthetic,参赛团队生成,False,synthetic,围绕数据清洗完成可运行成果、说明文档和复盘。
RES-0191,统计学基础实践项目-071,synthetic_project,系统实践任务库,,advanced,22,70,synthetic,参赛团队生成,False,synthetic,围绕统计学基础完成可运行成果、说明文档和复盘。
RES-0192,探索性数据分析实践项目-072,synthetic_project,系统实践任务库,,beginner,23,20,synthetic,参赛团队生成,False,synthetic,围绕探索性数据分析完成可运行成果、说明文档和复盘。
RES-0193,数据可视化实践项目-073,synthetic_project,系统实践任务库,,intermediate,24,50,synthetic,参赛团队生成,False,synthetic,围绕数据可视化完成可运行成果、说明文档和复盘。
RES-0194,Excel与BI工具实践项目-074,synthetic_project,系统实践任务库,,advanced,25,70,synthetic,参赛团队生成,False,synthetic,围绕Excel与BI工具完成可运行成果、说明文档和复盘。
RES-0195,数据建模实践项目-075,synthetic_project,系统实践任务库,,beginner,26,20,synthetic,参赛团队生成,False,synthetic,围绕数据建模完成可运行成果、说明文档和复盘。
RES-0196,实验与A/B测试实践项目-076,synthetic_project,系统实践任务库,,intermediate,27,50,synthetic,参赛团队生成,False,synthetic,围绕实验与A/B测试完成可运行成果、说明文档和复盘。
RES-0197,线性代数实践项目-077,synthetic_project,系统实践任务库,,advanced,28,70,synthetic,参赛团队生成,False,synthetic,围绕线性代数完成可运行成果、说明文档和复盘。
RES-0198,微积分与优化实践项目-078,synthetic_project,系统实践任务库,,beginner,29,20,synthetic,参赛团队生成,False,synthetic,围绕微积分与优化完成可运行成果、说明文档和复盘。
RES-0199,机器学习实践项目-079,synthetic_project,系统实践任务库,,intermediate,30,50,synthetic,参赛团队生成,False,synthetic,围绕机器学习完成可运行成果、说明文档和复盘。
RES-0200,特征工程实践项目-080,synthetic_project,系统实践任务库,,advanced,31,70,synthetic,参赛团队生成,False,synthetic,围绕特征工程完成可运行成果、说明文档和复盘。
RES-0201,模型评估实践项目-081,synthetic_project,系统实践任务库,,beginner,32,20,synthetic,参赛团队生成,False,synthetic,围绕模型评估完成可运行成果、说明文档和复盘。
RES-0202,深度学习实践项目-082,synthetic_project,系统实践任务库,,intermediate,33,50,synthetic,参赛团队生成,False,synthetic,围绕深度学习完成可运行成果、说明文档和复盘。
RES-0203,自然语言处理实践项目-083,synthetic_project,系统实践任务库,,advanced,34,70,synthetic,参赛团队生成,False,synthetic,围绕自然语言处理完成可运行成果、说明文档和复盘。
RES-0204,模型调优实践项目-084,synthetic_project,系统实践任务库,,beginner,35,20,synthetic,参赛团队生成,False,synthetic,围绕模型调优完成可运行成果、说明文档和复盘。
RES-0205,大模型基础实践项目-085,synthetic_project,系统实践任务库,,intermediate,36,50,synthetic,参赛团队生成,False,synthetic,围绕大模型基础完成可运行成果、说明文档和复盘。
RES-0206,提示词设计实践项目-086,synthetic_project,系统实践任务库,,advanced,37,70,synthetic,参赛团队生成,False,synthetic,围绕提示词设计完成可运行成果、说明文档和复盘。
RES-0207,RAG应用实践项目-087,synthetic_project,系统实践任务库,,beginner,38,20,synthetic,参赛团队生成,False,synthetic,围绕RAG应用完成可运行成果、说明文档和复盘。
RES-0208,向量数据库实践项目-088,synthetic_project,系统实践任务库,,intermediate,39,50,synthetic,参赛团队生成,False,synthetic,围绕向量数据库完成可运行成果、说明文档和复盘。
RES-0209,智能体开发实践项目-089,synthetic_project,系统实践任务库,,advanced,40,70,synthetic,参赛团队生成,False,synthetic,围绕智能体开发完成可运行成果、说明文档和复盘。
RES-0210,MCP与工具调用实践项目-090,synthetic_project,系统实践任务库,,beginner,6,20,synthetic,参赛团队生成,False,synthetic,围绕MCP与工具调用完成可运行成果、说明文档和复盘。
RES-0211,模型微调实践项目-091,synthetic_project,系统实践任务库,,intermediate,7,50,synthetic,参赛团队生成,False,synthetic,围绕模型微调完成可运行成果、说明文档和复盘。
RES-0212,AI安全与评测实践项目-092,synthetic_project,系统实践任务库,,advanced,8,70,synthetic,参赛团队生成,False,synthetic,围绕AI安全与评测完成可运行成果、说明文档和复盘。
RES-0213,Git版本控制实践项目-093,synthetic_project,系统实践任务库,,beginner,9,20,synthetic,参赛团队生成,False,synthetic,围绕Git版本控制完成可运行成果、说明文档和复盘。
RES-0214,API设计实践项目-094,synthetic_project,系统实践任务库,,intermediate,10,50,synthetic,参赛团队生成,False,synthetic,围绕API设计完成可运行成果、说明文档和复盘。
RES-0215,后端服务开发实践项目-095,synthetic_project,系统实践任务库,,advanced,11,70,synthetic,参赛团队生成,False,synthetic,围绕后端服务开发完成可运行成果、说明文档和复盘。
RES-0216,Docker容器实践项目-096,synthetic_project,系统实践任务库,,beginner,12,20,synthetic,参赛团队生成,False,synthetic,围绕Docker容器完成可运行成果、说明文档和复盘。
RES-0217,CI/CD实践项目-097,synthetic_project,系统实践任务库,,intermediate,13,50,synthetic,参赛团队生成,False,synthetic,围绕CI/CD完成可运行成果、说明文档和复盘。
RES-0218,云端部署实践项目-098,synthetic_project,系统实践任务库,,advanced,14,70,synthetic,参赛团队生成,False,synthetic,围绕云端部署完成可运行成果、说明文档和复盘。
RES-0219,监控与可观测性实践项目-099,synthetic_project,系统实践任务库,,beginner,15,20,synthetic,参赛团队生成,False,synthetic,围绕监控与可观测性完成可运行成果、说明文档和复盘。
RES-0220,数据工程管道实践项目-100,synthetic_project,系统实践任务库,,intermediate,16,50,synthetic,参赛团队生成,False,synthetic,围绕数据工程管道完成可运行成果、说明文档和复盘。
RES-0221,问题拆解实践项目-101,synthetic_project,系统实践任务库,,advanced,17,70,synthetic,参赛团队生成,False,synthetic,围绕问题拆解完成可运行成果、说明文档和复盘。
RES-0222,系统思维实践项目-102,synthetic_project,系统实践任务库,,beginner,18,20,synthetic,参赛团队生成,False,synthetic,围绕系统思维完成可运行成果、说明文档和复盘。
RES-0223,需求分析实践项目-103,synthetic_project,系统实践任务库,,intermediate,19,50,synthetic,参赛团队生成,False,synthetic,围绕需求分析完成可运行成果、说明文档和复盘。
RES-0224,用户研究实践项目-104,synthetic_project,系统实践任务库,,advanced,20,70,synthetic,参赛团队生成,False,synthetic,围绕用户研究完成可运行成果、说明文档和复盘。
RES-0225,指标设计实践项目-105,synthetic_project,系统实践任务库,,beginner,21,20,synthetic,参赛团队生成,False,synthetic,围绕指标设计完成可运行成果、说明文档和复盘。
