job_id,role_id,title,industry,city,work_mode,experience_level,education_level,employment_type,salary_min_cny_month,salary_max_cny_month,summary,display_disclaimer,claim_level,data_split
JOB-AI-ALG-0258,ROLE-AI-ALG,AI算法工程师（0-1年）,教育科技,北京,onsite,entry,bachelor_or_equivalent,full_time,17500,24500,参与AI算法工程师相关项目，重点使用机器学习、特征工程、模型评估、深度学习、自然语言处理、模型调优；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0259,ROLE-AI-ALG,AI算法工程师（0-1年）,零售科技,深圳,hybrid,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用特征工程、模型评估、深度学习、自然语言处理、模型调优、大模型基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0260,ROLE-AI-ALG,AI算法工程师（0-1年）,金融科技,南京,remote,entry,bachelor_or_equivalent,full_time,15000,22000,参与AI算法工程师相关项目，重点使用模型评估、深度学习、自然语言处理、模型调优、大模型基础、Git版本控制；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0261,ROLE-AI-ALG,AI算法工程师（0-1年）,医疗信息化,成都,onsite,entry,bachelor_or_equivalent,full_time,14000,21000,参与AI算法工程师相关项目，重点使用深度学习、自然语言处理、模型调优、大模型基础、Git版本控制、Docker容器；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0262,ROLE-AI-ALG,AI算法工程师（0-1年）,物流科技,武汉,hybrid,entry,bachelor_or_equivalent,full_time,13500,20500,参与AI算法工程师相关项目，重点使用自然语言处理、模型调优、大模型基础、Git版本控制、Docker容器、书面沟通；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0263,ROLE-AI-ALG,AI算法工程师（0-1年）,内容平台,西安,remote,entry,bachelor_or_equivalent,full_time,13000,20000,参与AI算法工程师相关项目，重点使用模型调优、大模型基础、Git版本控制、Docker容器、书面沟通、项目交付；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0264,ROLE-AI-ALG,AI算法工程师（0-1年）,企业服务,杭州,onsite,entry,bachelor_or_equivalent,full_time,16500,23500,参与AI算法工程师相关项目，重点使用大模型基础、Git版本控制、Docker容器、书面沟通、项目交付、职业伦理与隐私；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0265,ROLE-AI-ALG,AI算法工程师（0-1年）,智能制造,上海,hybrid,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用Git版本控制、Docker容器、书面沟通、项目交付、职业伦理与隐私、Python编程；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0266,ROLE-AI-ALG,AI算法工程师（0-1年）,教育科技,北京,remote,entry,bachelor_or_equivalent,full_time,17500,24500,参与AI算法工程师相关项目，重点使用Docker容器、书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0267,ROLE-AI-ALG,AI算法工程师（0-1年）,零售科技,深圳,onsite,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0268,ROLE-AI-ALG,AI算法工程师（0-1年）,金融科技,南京,hybrid,entry,bachelor_or_equivalent,full_time,15000,22000,参与AI算法工程师相关项目，重点使用项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0269,ROLE-AI-ALG,AI算法工程师（0-1年）,医疗信息化,成都,remote,entry,bachelor_or_equivalent,full_time,14000,21000,参与AI算法工程师相关项目，重点使用职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础、线性代数；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0270,ROLE-AI-ALG,AI算法工程师（0-1年）,物流科技,武汉,onsite,entry,bachelor_or_equivalent,full_time,13500,20500,参与AI算法工程师相关项目，重点使用Python编程、数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0271,ROLE-AI-ALG,AI算法工程师（0-1年）,内容平台,西安,hybrid,entry,bachelor_or_equivalent,full_time,13000,20000,参与AI算法工程师相关项目，重点使用数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化、机器学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0272,ROLE-AI-ALG,AI算法工程师（0-1年）,企业服务,杭州,remote,entry,bachelor_or_equivalent,full_time,16500,23500,参与AI算法工程师相关项目，重点使用数据清洗、统计学基础、线性代数、微积分与优化、机器学习、特征工程；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0273,ROLE-AI-ALG,AI算法工程师（0-1年）,智能制造,上海,onsite,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用统计学基础、线性代数、微积分与优化、机器学习、特征工程、模型评估；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0274,ROLE-AI-ALG,AI算法工程师（0-1年）,教育科技,北京,hybrid,entry,bachelor_or_equivalent,full_time,17500,24500,参与AI算法工程师相关项目，重点使用线性代数、微积分与优化、机器学习、特征工程、模型评估、深度学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0275,ROLE-AI-ALG,AI算法工程师（0-1年）,零售科技,深圳,remote,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用微积分与优化、机器学习、特征工程、模型评估、深度学习、自然语言处理；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0276,ROLE-AI-ALG,AI算法工程师（0-1年）,金融科技,南京,onsite,entry,bachelor_or_equivalent,full_time,15000,22000,参与AI算法工程师相关项目，重点使用机器学习、特征工程、模型评估、深度学习、自然语言处理、模型调优；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0277,ROLE-AI-ALG,AI算法工程师（0-1年）,医疗信息化,成都,hybrid,entry,bachelor_or_equivalent,full_time,14000,21000,参与AI算法工程师相关项目，重点使用特征工程、模型评估、深度学习、自然语言处理、模型调优、大模型基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0278,ROLE-AI-ALG,AI算法工程师（0-1年）,物流科技,武汉,remote,entry,bachelor_or_equivalent,full_time,13500,20500,参与AI算法工程师相关项目，重点使用模型评估、深度学习、自然语言处理、模型调优、大模型基础、Git版本控制；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0279,ROLE-AI-ALG,AI算法工程师（0-1年）,内容平台,西安,onsite,entry,bachelor_or_equivalent,full_time,13000,20000,参与AI算法工程师相关项目，重点使用深度学习、自然语言处理、模型调优、大模型基础、Git版本控制、Docker容器；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0280,ROLE-AI-ALG,AI算法工程师（0-1年）,企业服务,杭州,hybrid,entry,bachelor_or_equivalent,full_time,16500,23500,参与AI算法工程师相关项目，重点使用自然语言处理、模型调优、大模型基础、Git版本控制、Docker容器、书面沟通；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0281,ROLE-AI-ALG,AI算法工程师（0-1年）,智能制造,上海,remote,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用模型调优、大模型基础、Git版本控制、Docker容器、书面沟通、项目交付；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0282,ROLE-AI-ALG,AI算法工程师（0-1年）,教育科技,北京,onsite,entry,bachelor_or_equivalent,full_time,17500,24500,参与AI算法工程师相关项目，重点使用大模型基础、Git版本控制、Docker容器、书面沟通、项目交付、职业伦理与隐私；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0283,ROLE-AI-ALG,AI算法工程师（0-1年）,零售科技,深圳,hybrid,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用Git版本控制、Docker容器、书面沟通、项目交付、职业伦理与隐私、Python编程；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0284,ROLE-AI-ALG,AI算法工程师（0-1年）,金融科技,南京,remote,entry,bachelor_or_equivalent,full_time,15000,22000,参与AI算法工程师相关项目，重点使用Docker容器、书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0285,ROLE-AI-ALG,AI算法工程师（0-1年）,医疗信息化,成都,onsite,entry,bachelor_or_equivalent,full_time,14000,21000,参与AI算法工程师相关项目，重点使用书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0286,ROLE-AI-ALG,AI算法工程师（0-1年）,物流科技,武汉,hybrid,entry,bachelor_or_equivalent,full_time,13500,20500,参与AI算法工程师相关项目，重点使用项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0287,ROLE-AI-ALG,AI算法工程师（0-1年）,内容平台,西安,remote,entry,bachelor_or_equivalent,full_time,13000,20000,参与AI算法工程师相关项目，重点使用职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础、线性代数；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0288,ROLE-AI-ALG,AI算法工程师（0-1年）,企业服务,杭州,onsite,entry,bachelor_or_equivalent,full_time,16500,23500,参与AI算法工程师相关项目，重点使用Python编程、数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0289,ROLE-AI-ALG,AI算法工程师（0-1年）,智能制造,上海,hybrid,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化、机器学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0290,ROLE-AI-ALG,AI算法工程师（0-1年）,教育科技,北京,remote,entry,bachelor_or_equivalent,full_time,17500,24500,参与AI算法工程师相关项目，重点使用数据清洗、统计学基础、线性代数、微积分与优化、机器学习、特征工程；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0291,ROLE-AI-ALG,AI算法工程师（0-1年）,零售科技,深圳,onsite,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用统计学基础、线性代数、微积分与优化、机器学习、特征工程、模型评估；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0292,ROLE-AI-ALG,AI算法工程师（0-1年）,金融科技,南京,hybrid,entry,bachelor_or_equivalent,full_time,15000,22000,参与AI算法工程师相关项目，重点使用线性代数、微积分与优化、机器学习、特征工程、模型评估、深度学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0293,ROLE-AI-ALG,AI算法工程师（0-1年）,医疗信息化,成都,remote,entry,bachelor_or_equivalent,full_time,14000,21000,参与AI算法工程师相关项目，重点使用微积分与优化、机器学习、特征工程、模型评估、深度学习、自然语言处理；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0294,ROLE-AI-ALG,AI算法工程师（0-1年）,物流科技,武汉,onsite,entry,bachelor_or_equivalent,full_time,13500,20500,参与AI算法工程师相关项目，重点使用机器学习、特征工程、模型评估、深度学习、自然语言处理、模型调优；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0295,ROLE-AI-ALG,AI算法工程师（0-1年）,内容平台,西安,hybrid,entry,bachelor_or_equivalent,full_time,13000,20000,参与AI算法工程师相关项目，重点使用特征工程、模型评估、深度学习、自然语言处理、模型调优、大模型基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0296,ROLE-AI-ALG,AI算法工程师（0-1年）,企业服务,杭州,remote,entry,bachelor_or_equivalent,full_time,16500,23500,参与AI算法工程师相关项目，重点使用模型评估、深度学习、自然语言处理、模型调优、大模型基础、Git版本控制；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0297,ROLE-AI-ALG,AI算法工程师（0-1年）,智能制造,上海,onsite,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用深度学习、自然语言处理、模型调优、大模型基础、Git版本控制、Docker容器；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0298,ROLE-AI-ALG,AI算法工程师（0-1年）,教育科技,北京,hybrid,entry,bachelor_or_equivalent,full_time,17500,24500,参与AI算法工程师相关项目，重点使用自然语言处理、模型调优、大模型基础、Git版本控制、Docker容器、书面沟通；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0299,ROLE-AI-ALG,AI算法工程师（0-1年）,零售科技,深圳,remote,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用模型调优、大模型基础、Git版本控制、Docker容器、书面沟通、项目交付；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0300,ROLE-AI-ALG,AI算法工程师（0-1年）,金融科技,南京,onsite,entry,bachelor_or_equivalent,full_time,15000,22000,参与AI算法工程师相关项目，重点使用大模型基础、Git版本控制、Docker容器、书面沟通、项目交付、职业伦理与隐私；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0301,ROLE-AI-ALG,AI算法工程师（0-1年）,医疗信息化,成都,hybrid,entry,bachelor_or_equivalent,full_time,14000,21000,参与AI算法工程师相关项目，重点使用Git版本控制、Docker容器、书面沟通、项目交付、职业伦理与隐私、Python编程；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0302,ROLE-AI-ALG,AI算法工程师（0-1年）,物流科技,武汉,remote,entry,bachelor_or_equivalent,full_time,13500,20500,参与AI算法工程师相关项目，重点使用Docker容器、书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0303,ROLE-AI-ALG,AI算法工程师（0-1年）,内容平台,西安,onsite,entry,bachelor_or_equivalent,full_time,13000,20000,参与AI算法工程师相关项目，重点使用书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0304,ROLE-AI-ALG,AI算法工程师（0-1年）,企业服务,杭州,hybrid,entry,bachelor_or_equivalent,full_time,16500,23500,参与AI算法工程师相关项目，重点使用项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0305,ROLE-AI-ALG,AI算法工程师（0-1年）,智能制造,上海,remote,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础、线性代数；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0306,ROLE-AI-ALG,AI算法工程师（0-1年）,教育科技,北京,onsite,entry,bachelor_or_equivalent,full_time,17500,24500,参与AI算法工程师相关项目，重点使用Python编程、数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0307,ROLE-AI-ALG,AI算法工程师（0-1年）,零售科技,深圳,hybrid,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化、机器学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0308,ROLE-AI-ALG,AI算法工程师（0-1年）,金融科技,南京,remote,entry,bachelor_or_equivalent,full_time,15000,22000,参与AI算法工程师相关项目，重点使用数据清洗、统计学基础、线性代数、微积分与优化、机器学习、特征工程；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0309,ROLE-AI-ALG,AI算法工程师（0-1年）,医疗信息化,成都,onsite,entry,bachelor_or_equivalent,full_time,14000,21000,参与AI算法工程师相关项目，重点使用统计学基础、线性代数、微积分与优化、机器学习、特征工程、模型评估；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0310,ROLE-AI-ALG,AI算法工程师（0-1年）,物流科技,武汉,hybrid,entry,bachelor_or_equivalent,full_time,13500,20500,参与AI算法工程师相关项目，重点使用线性代数、微积分与优化、机器学习、特征工程、模型评估、深度学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0311,ROLE-AI-ALG,AI算法工程师（0-1年）,内容平台,西安,remote,entry,bachelor_or_equivalent,full_time,13000,20000,参与AI算法工程师相关项目，重点使用微积分与优化、机器学习、特征工程、模型评估、深度学习、自然语言处理；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0312,ROLE-AI-ALG,AI算法工程师（0-1年）,企业服务,杭州,onsite,entry,bachelor_or_equivalent,full_time,16500,23500,参与AI算法工程师相关项目，重点使用机器学习、特征工程、模型评估、深度学习、自然语言处理、模型调优；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0313,ROLE-AI-ALG,AI算法工程师（0-1年）,智能制造,上海,hybrid,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用特征工程、模型评估、深度学习、自然语言处理、模型调优、大模型基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0314,ROLE-AI-ALG,AI算法工程师（0-1年）,教育科技,北京,remote,entry,bachelor_or_equivalent,full_time,17500,24500,参与AI算法工程师相关项目，重点使用模型评估、深度学习、自然语言处理、模型调优、大模型基础、Git版本控制；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0315,ROLE-AI-ALG,AI算法工程师（0-1年）,零售科技,深圳,onsite,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用深度学习、自然语言处理、模型调优、大模型基础、Git版本控制、Docker容器；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0316,ROLE-AI-ALG,AI算法工程师（0-1年）,金融科技,南京,hybrid,entry,bachelor_or_equivalent,full_time,15000,22000,参与AI算法工程师相关项目，重点使用自然语言处理、模型调优、大模型基础、Git版本控制、Docker容器、书面沟通；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0317,ROLE-AI-ALG,AI算法工程师（0-1年）,医疗信息化,成都,remote,entry,bachelor_or_equivalent,full_time,14000,21000,参与AI算法工程师相关项目，重点使用模型调优、大模型基础、Git版本控制、Docker容器、书面沟通、项目交付；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0318,ROLE-AI-ALG,AI算法工程师（0-1年）,物流科技,武汉,onsite,entry,bachelor_or_equivalent,full_time,13500,20500,参与AI算法工程师相关项目，重点使用大模型基础、Git版本控制、Docker容器、书面沟通、项目交付、职业伦理与隐私；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0319,ROLE-AI-ALG,AI算法工程师（0-1年）,内容平台,西安,hybrid,entry,bachelor_or_equivalent,full_time,13000,20000,参与AI算法工程师相关项目，重点使用Git版本控制、Docker容器、书面沟通、项目交付、职业伦理与隐私、Python编程；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0320,ROLE-AI-ALG,AI算法工程师（0-1年）,企业服务,杭州,remote,entry,bachelor_or_equivalent,full_time,16500,23500,参与AI算法工程师相关项目，重点使用Docker容器、书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0321,ROLE-AI-ALG,AI算法工程师（0-1年）,智能制造,上海,onsite,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0322,ROLE-AI-ALG,AI算法工程师（0-1年）,教育科技,北京,hybrid,entry,bachelor_or_equivalent,full_time,17500,24500,参与AI算法工程师相关项目，重点使用项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0323,ROLE-AI-ALG,AI算法工程师（0-1年）,零售科技,深圳,remote,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础、线性代数；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0324,ROLE-AI-ALG,AI算法工程师（0-1年）,金融科技,南京,onsite,entry,bachelor_or_equivalent,full_time,15000,22000,参与AI算法工程师相关项目，重点使用Python编程、数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0325,ROLE-AI-ALG,AI算法工程师（0-1年）,医疗信息化,成都,hybrid,entry,bachelor_or_equivalent,full_time,14000,21000,参与AI算法工程师相关项目，重点使用数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化、机器学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0326,ROLE-AI-ALG,AI算法工程师（0-1年）,物流科技,武汉,remote,entry,bachelor_or_equivalent,full_time,13500,20500,参与AI算法工程师相关项目，重点使用数据清洗、统计学基础、线性代数、微积分与优化、机器学习、特征工程；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0327,ROLE-AI-ALG,AI算法工程师（0-1年）,内容平台,西安,onsite,entry,bachelor_or_equivalent,full_time,13000,20000,参与AI算法工程师相关项目，重点使用统计学基础、线性代数、微积分与优化、机器学习、特征工程、模型评估；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0328,ROLE-AI-ALG,AI算法工程师（0-1年）,企业服务,杭州,hybrid,entry,bachelor_or_equivalent,full_time,16500,23500,参与AI算法工程师相关项目，重点使用线性代数、微积分与优化、机器学习、特征工程、模型评估、深度学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0329,ROLE-AI-ALG,AI算法工程师（0-1年）,智能制造,上海,remote,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用微积分与优化、机器学习、特征工程、模型评估、深度学习、自然语言处理；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0330,ROLE-AI-ALG,AI算法工程师（0-1年）,教育科技,北京,onsite,entry,bachelor_or_equivalent,full_time,17500,24500,参与AI算法工程师相关项目，重点使用机器学习、特征工程、模型评估、深度学习、自然语言处理、模型调优；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0331,ROLE-AI-ALG,AI算法工程师（0-1年）,零售科技,深圳,hybrid,entry,bachelor_or_equivalent,full_time,17000,24000,参与AI算法工程师相关项目，重点使用特征工程、模型评估、深度学习、自然语言处理、模型调优、大模型基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0332,ROLE-AI-ALG,AI算法工程师（0-1年）,金融科技,南京,remote,entry,bachelor_or_equivalent,full_time,15000,22000,参与AI算法工程师相关项目，重点使用模型评估、深度学习、自然语言处理、模型调优、大模型基础、Git版本控制；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0333,ROLE-AI-ALG,AI算法工程师（0-1年）,医疗信息化,成都,onsite,entry,bachelor_or_equivalent,full_time,14000,21000,参与AI算法工程师相关项目，重点使用深度学习、自然语言处理、模型调优、大模型基础、Git版本控制、Docker容器；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
