table_name,table_description,module_owner,field_name,data_type,required,primary_key,description,example
growth_events,用户学习、求职和反馈事件,画像/对话,data_split,string,true,false,数据用途划分：golden、dev或test,golden
trend_snapshots,技能月度模拟趋势,画像/趋势,trend_id,string,true,true,trend id,TREND-001-2025-09
trend_snapshots,技能月度模拟趋势,画像/趋势,skill_id,string,true,false,原子技能ID,SKILL-001
trend_snapshots,技能月度模拟趋势,画像/趋势,month,string,true,false,month,2025-09
trend_snapshots,技能月度模拟趋势,画像/趋势,trend_index,number,true,false,trend index,56.1
trend_snapshots,技能月度模拟趋势,画像/趋势,month_over_month_change,number,false,false,month over month change,1.1
trend_snapshots,技能月度模拟趋势,画像/趋势,direction,string,true,false,direction,baseline
trend_snapshots,技能月度模拟趋势,画像/趋势,is_market_fact,boolean,true,false,是否可解释为真实市场事实；模拟岗位和趋势恒为false,false
trend_snapshots,技能月度模拟趋势,画像/趋势,display_disclaimer,string,true,false,display disclaimer,模拟趋势/演示数据，不代表真实市场统计
trend_snapshots,技能月度模拟趋势,画像/趋势,schema_version,string,true,false,数据契约版本,1.2.0
trend_snapshots,技能月度模拟趋势,画像/趋势,origin,string,true,false,数据来源类型：synthetic、public_metadata或derived,synthetic
trend_snapshots,技能月度模拟趋势,画像/趋势,is_synthetic,boolean,true,false,是否为模拟或派生演示数据,true
trend_snapshots,技能月度模拟趋势,画像/趋势,source_ids,string,true,false,来源ID，多个值使用竖线分隔,SRC-WEF|SRC-SYNTH
trend_snapshots,技能月度模拟趋势,画像/趋势,generated_at,datetime,true,false,记录生成时间,2026-09-13T00:00:00+08:00
trend_snapshots,技能月度模拟趋势,画像/趋势,confidence,number,true,false,记录可信度，0至1,0.72
trend_snapshots,技能月度模拟趋势,画像/趋势,claim_level,string,true,false,事实声明层级：官方已核验、官方参考派生或纯模拟,synthetic
trend_snapshots,技能月度模拟趋势,画像/趋势,verification_status,string,true,false,来源核验状态,not_applicable
trend_snapshots,技能月度模拟趋势,画像/趋势,last_verified_at,nullable,false,false,外部元数据最近核验日期；不适用时为空,
trend_snapshots,技能月度模拟趋势,画像/趋势,license_scope,string,true,false,许可或可重用范围,reference_only
trend_snapshots,技能月度模拟趋势,画像/趋势,data_split,string,true,false,数据用途划分：golden、dev或test,dev
scenario_cases,三类职场训练案例,对话/训练,scenario_id,string,true,true,scenario id,SCN-REMOTE-01
scenario_cases,三类职场训练案例,对话/训练,module_id,string,true,false,module id,SCN-REMOTE
scenario_cases,三类职场训练案例,对话/训练,module_name,string,true,false,module name,远程协作
scenario_cases,三类职场训练案例,对话/训练,difficulty,string,true,false,difficulty,beginner
scenario_cases,三类职场训练案例,对话/训练,target_role_id,string,true,false,target role id,ROLE-AI-ALG
scenario_cases,三类职场训练案例,对话/训练,target_user_stage,string,true,false,target user stage,newcomer
scenario_cases,三类职场训练案例,对话/训练,title,string,true,false,title,远程协作案例01
scenario_cases,三类职场训练案例,对话/训练,context,string,true,false,context,项目延期但信息未同步。参与者需要在信息较完整的条件下作出回应。
scenario_cases,三类职场训练案例,对话/训练,initial_prompt,string,true,false,initial prompt,你会如何处理“项目延期但信息未同步”？请先说明需要确认的信息，再给出行动步骤。
scenario_cases,三类职场训练案例,对话/训练,expected_actions,string,true,false,expected actions,复述目标|澄清截止时间|明确负责人|记录决策|约定下一次同步
scenario_cases,三类职场训练案例,对话/训练,rubric_json,string,true,false,rubric json,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}"
scenario_cases,三类职场训练案例,对话/训练,red_flags,string,true,false,red flags,只催进度|公开指责成员|不记录结论|承诺无法完成的时间
scenario_cases,三类职场训练案例,对话/训练,privacy_focus,string,true,false,privacy focus,medium
scenario_cases,三类职场训练案例,对话/训练,schema_version,string,true,false,数据契约版本,1.2.0
scenario_cases,三类职场训练案例,对话/训练,origin,string,true,false,数据来源类型：synthetic、public_metadata或derived,synthetic
scenario_cases,三类职场训练案例,对话/训练,is_synthetic,boolean,true,false,是否为模拟或派生演示数据,true
scenario_cases,三类职场训练案例,对话/训练,source_ids,string,true,false,来源ID，多个值使用竖线分隔,SRC-SYNTH|SRC-PIPL
scenario_cases,三类职场训练案例,对话/训练,generated_at,datetime,true,false,记录生成时间,2026-09-13T00:00:00+08:00
scenario_cases,三类职场训练案例,对话/训练,confidence,number,true,false,记录可信度，0至1,0.93
scenario_cases,三类职场训练案例,对话/训练,claim_level,string,true,false,事实声明层级：官方已核验、官方参考派生或纯模拟,synthetic
scenario_cases,三类职场训练案例,对话/训练,verification_status,string,true,false,来源核验状态,not_applicable
scenario_cases,三类职场训练案例,对话/训练,last_verified_at,nullable,false,false,外部元数据最近核验日期；不适用时为空,
scenario_cases,三类职场训练案例,对话/训练,license_scope,string,true,false,许可或可重用范围,reference_only
scenario_cases,三类职场训练案例,对话/训练,is_market_fact,boolean,true,false,是否可解释为真实市场事实；模拟岗位和趋势恒为false,false
scenario_cases,三类职场训练案例,对话/训练,data_split,string,true,false,数据用途划分：golden、dev或test,dev
golden_profile_snapshots,黄金用户雷达图时间快照,演示,snapshot_id,string,true,true,snapshot id,SNAP-G001-1-01
golden_profile_snapshots,黄金用户雷达图时间快照,演示,user_id,string,true,false,稳定的匿名模拟用户ID,USER-G001
golden_profile_snapshots,黄金用户雷达图时间快照,演示,snapshot_sequence,integer,true,false,snapshot sequence,1
golden_profile_snapshots,黄金用户雷达图时间快照,演示,snapshot_at,datetime,true,false,snapshot at,2024-10-10T16:00:00Z
golden_profile_snapshots,黄金用户雷达图时间快照,演示,dimension_id,string,true,false,dimension id,DIM-01
golden_profile_snapshots,黄金用户雷达图时间快照,演示,score,number,true,false,score,32.8
golden_profile_snapshots,黄金用户雷达图时间快照,演示,trigger_event_id,string,true,false,trigger event id,EVT-G001-01
golden_profile_snapshots,黄金用户雷达图时间快照,演示,explanation,string,true,false,explanation,由课程、项目、练习或反馈事件更新
golden_profile_snapshots,黄金用户雷达图时间快照,演示,schema_version,string,true,false,数据契约版本,1.2.0
golden_profile_snapshots,黄金用户雷达图时间快照,演示,origin,string,true,false,数据来源类型：synthetic、public_metadata或derived,derived
golden_profile_snapshots,黄金用户雷达图时间快照,演示,is_synthetic,boolean,true,false,是否为模拟或派生演示数据,true
golden_profile_snapshots,黄金用户雷达图时间快照,演示,source_ids,string,true,false,来源ID，多个值使用竖线分隔,SRC-SYNTH
golden_profile_snapshots,黄金用户雷达图时间快照,演示,generated_at,datetime,true,false,记录生成时间,2026-09-13T00:00:00+08:00
golden_profile_snapshots,黄金用户雷达图时间快照,演示,confidence,number,true,false,记录可信度，0至1,0.95
golden_profile_snapshots,黄金用户雷达图时间快照,演示,claim_level,string,true,false,事实声明层级：官方已核验、官方参考派生或纯模拟,primary_derived
golden_profile_snapshots,黄金用户雷达图时间快照,演示,verification_status,string,true,false,来源核验状态,derived
golden_profile_snapshots,黄金用户雷达图时间快照,演示,last_verified_at,nullable,false,false,外部元数据最近核验日期；不适用时为空,
golden_profile_snapshots,黄金用户雷达图时间快照,演示,license_scope,string,true,false,许可或可重用范围,team_generated
golden_profile_snapshots,黄金用户雷达图时间快照,演示,is_market_fact,boolean,true,false,是否可解释为真实市场事实；模拟岗位和趋势恒为false,false
golden_profile_snapshots,黄金用户雷达图时间快照,演示,data_split,string,true,false,数据用途划分：golden、dev或test,golden
career_paths,黄金用户双分支职业路径,路径,path_id,string,true,true,path id,PATH-G001-B1
career_paths,黄金用户双分支职业路径,路径,user_id,string,true,false,稳定的匿名模拟用户ID,USER-G001
career_paths,黄金用户双分支职业路径,路径,branch_no,integer,true,false,branch no,1
career_paths,黄金用户双分支职业路径,路径,branch_type,string,true,false,branch type,primary
career_paths,黄金用户双分支职业路径,路径,target_role_id,string,true,false,target role id,ROLE-AI-ALG
career_paths,黄金用户双分支职业路径,路径,horizon_years,integer,true,false,horizon years,4
career_paths,黄金用户双分支职业路径,路径,weekly_hours_limit,integer,true,false,weekly hours limit,12
career_paths,黄金用户双分支职业路径,路径,objective,string,true,false,objective,4年内达到AI算法工程师独立项目交付水平
career_paths,黄金用户双分支职业路径,路径,status,string,true,false,status,reference_expected
career_paths,黄金用户双分支职业路径,路径,schema_version,string,true,false,数据契约版本,1.2.0
career_paths,黄金用户双分支职业路径,路径,origin,string,true,false,数据来源类型：synthetic、public_metadata或derived,synthetic
career_paths,黄金用户双分支职业路径,路径,is_synthetic,boolean,true,false,是否为模拟或派生演示数据,true
career_paths,黄金用户双分支职业路径,路径,source_ids,string,true,false,来源ID，多个值使用竖线分隔,SRC-SYNTH
career_paths,黄金用户双分支职业路径,路径,generated_at,datetime,true,false,记录生成时间,2026-09-13T00:00:00+08:00
career_paths,黄金用户双分支职业路径,路径,confidence,number,true,false,记录可信度，0至1,0.96
career_paths,黄金用户双分支职业路径,路径,claim_level,string,true,false,事实声明层级：官方已核验、官方参考派生或纯模拟,synthetic
career_paths,黄金用户双分支职业路径,路径,verification_status,string,true,false,来源核验状态,not_applicable
career_paths,黄金用户双分支职业路径,路径,last_verified_at,nullable,false,false,外部元数据最近核验日期；不适用时为空,
career_paths,黄金用户双分支职业路径,路径,license_scope,string,true,false,许可或可重用范围,team_generated
career_paths,黄金用户双分支职业路径,路径,is_market_fact,boolean,true,false,是否可解释为真实市场事实；模拟岗位和趋势恒为false,false
career_paths,黄金用户双分支职业路径,路径,data_split,string,true,false,数据用途划分：golden、dev或test,golden
career_milestones,职业路径里程碑,路径,milestone_id,string,true,true,milestone id,PATH-G001-B1-M1
career_milestones,职业路径里程碑,路径,path_id,string,true,false,path id,PATH-G001-B1
career_milestones,职业路径里程碑,路径,sequence_no,integer,true,false,sequence no,1
career_milestones,职业路径里程碑,路径,month_from_start,integer,true,false,month from start,10
career_milestones,职业路径里程碑,路径,title,string,true,false,title,基础补齐：Python编程
career_milestones,职业路径里程碑,路径,target_skill_id,string,true,false,target skill id,SKILL-001
career_milestones,职业路径里程碑,路径,target_score,integer,true,false,target score,82
career_milestones,职业路径里程碑,路径,deliverable,string,true,false,deliverable,测评与学习记录
career_milestones,职业路径里程碑,路径,acceptance_rule,string,true,false,acceptance rule,在每周不超过12小时的前提下完成，并产生可验证证据
career_milestones,职业路径里程碑,路径,schema_version,string,true,false,数据契约版本,1.2.0
career_milestones,职业路径里程碑,路径,origin,string,true,false,数据来源类型：synthetic、public_metadata或derived,synthetic
career_milestones,职业路径里程碑,路径,is_synthetic,boolean,true,false,是否为模拟或派生演示数据,true
career_milestones,职业路径里程碑,路径,source_ids,string,true,false,来源ID，多个值使用竖线分隔,SRC-SYNTH
career_milestones,职业路径里程碑,路径,generated_at,datetime,true,false,记录生成时间,2026-09-13T00:00:00+08:00
career_milestones,职业路径里程碑,路径,confidence,number,true,false,记录可信度，0至1,0.94
career_milestones,职业路径里程碑,路径,claim_level,string,true,false,事实声明层级：官方已核验、官方参考派生或纯模拟,synthetic
career_milestones,职业路径里程碑,路径,verification_status,string,true,false,来源核验状态,not_applicable
career_milestones,职业路径里程碑,路径,last_verified_at,nullable,false,false,外部元数据最近核验日期；不适用时为空,
career_milestones,职业路径里程碑,路径,license_scope,string,true,false,许可或可重用范围,team_generated
career_milestones,职业路径里程碑,路径,is_market_fact,boolean,true,false,是否可解释为真实市场事实；模拟岗位和趋势恒为false,false
career_milestones,职业路径里程碑,路径,data_split,string,true,false,数据用途划分：golden、dev或test,golden
golden_expected_results,黄金案例人工复核基准,测试,expected_result_id,string,true,true,expected result id,EXP-G001
golden_expected_results,黄金案例人工复核基准,测试,user_id,string,true,false,稳定的匿名模拟用户ID,USER-G001
golden_expected_results,黄金案例人工复核基准,测试,expected_primary_role_id,string,true,false,expected primary role id,ROLE-AI-ALG
golden_expected_results,黄金案例人工复核基准,测试,expected_primary_rank,integer,true,false,黄金用户目标岗位的预期排名,1
golden_expected_results,黄金案例人工复核基准,测试,target_role_status,string,true,false,target role status,current_best_match
golden_expected_results,黄金案例人工复核基准,测试,expected_path_branches,integer,true,false,expected path branches,2
golden_expected_results,黄金案例人工复核基准,测试,expected_snapshot_count,integer,true,false,expected snapshot count,8
golden_expected_results,黄金案例人工复核基准,测试,initial_radar_average,number,true,false,initial radar average,28.3
golden_expected_results,黄金案例人工复核基准,测试,final_radar_average,number,true,false,final radar average,39.6
golden_expected_results,黄金案例人工复核基准,测试,minimum_expected_growth,number,true,false,minimum expected growth,11.3
golden_expected_results,黄金案例人工复核基准,测试,final_match_score,number,true,false,final match score,75.36
golden_expected_results,黄金案例人工复核基准,测试,required_event_chain,string,true,false,required event chain,course_completed|project_completed|profile_recalculated|plan_adjusted
golden_expected_results,黄金案例人工复核基准,测试,automated_review_status,string,true,false,automated review status,passed
golden_expected_results,黄金案例人工复核基准,测试,human_review_status,string,true,false,human review status,pending_team_signoff
golden_expected_results,黄金案例人工复核基准,测试,schema_version,string,true,false,数据契约版本,1.2.0
golden_expected_results,黄金案例人工复核基准,测试,origin,string,true,false,数据来源类型：synthetic、public_metadata或derived,derived
golden_expected_results,黄金案例人工复核基准,测试,is_synthetic,boolean,true,false,是否为模拟或派生演示数据,true
golden_expected_results,黄金案例人工复核基准,测试,source_ids,string,true,false,来源ID，多个值使用竖线分隔,SRC-SYNTH
golden_expected_results,黄金案例人工复核基准,测试,generated_at,datetime,true,false,记录生成时间,2026-09-13T00:00:00+08:00
golden_expected_results,黄金案例人工复核基准,测试,confidence,number,true,false,记录可信度，0至1,0.98
golden_expected_results,黄金案例人工复核基准,测试,claim_level,string,true,false,事实声明层级：官方已核验、官方参考派生或纯模拟,primary_derived
golden_expected_results,黄金案例人工复核基准,测试,verification_status,string,true,false,来源核验状态,derived
golden_expected_results,黄金案例人工复核基准,测试,last_verified_at,nullable,false,false,外部元数据最近核验日期；不适用时为空,
golden_expected_results,黄金案例人工复核基准,测试,license_scope,string,true,false,许可或可重用范围,team_generated
golden_expected_results,黄金案例人工复核基准,测试,is_market_fact,boolean,true,false,是否可解释为真实市场事实；模拟岗位和趋势恒为false,false
golden_expected_results,黄金案例人工复核基准,测试,data_split,string,true,false,数据用途划分：golden、dev或test,golden
knowledge_cards,知识库检索卡片,知识库,knowledge_card_id,string,true,true,knowledge card id,KC-SKILL-001-L1
knowledge_cards,知识库检索卡片,知识库,category,string,true,false,知识卡类别；role_skill参与直接评分，role_adjacent_skill仅用于扩展检索且不参与评分,skill_level
knowledge_cards,知识库检索卡片,知识库,title,string,true,false,title,Python编程等级1
knowledge_cards,知识库检索卡片,知识库,content,string,true,false,content,Python编程属于编程与计算基础。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。
knowledge_cards,知识库检索卡片,知识库,keywords,string,true,false,keywords,Python编程|编程与计算基础|能力等级|证据
knowledge_cards,知识库检索卡片,知识库,related_entity_type,string,true,false,知识卡关联实体类型；直接岗位能力为role_skill，相邻能力为role_skill_candidate,skill
knowledge_cards,知识库检索卡片,知识库,related_entity_id,string,true,false,知识卡关联实体ID；岗位能力使用role_id|skill_id复合值,SKILL-001
knowledge_cards,知识库检索卡片,知识库,schema_version,string,true,false,数据契约版本,1.2.0
knowledge_cards,知识库检索卡片,知识库,origin,string,true,false,数据来源类型：synthetic、public_metadata或derived,derived
knowledge_cards,知识库检索卡片,知识库,is_synthetic,boolean,true,false,是否为模拟或派生演示数据,true
knowledge_cards,知识库检索卡片,知识库,source_ids,string,true,false,来源ID，多个值使用竖线分隔,SRC-ONET|SRC-ESCO|SRC-SYNTH
knowledge_cards,知识库检索卡片,知识库,generated_at,datetime,true,false,记录生成时间,2026-09-13T00:00:00+08:00
knowledge_cards,知识库检索卡片,知识库,confidence,number,true,false,记录可信度，0至1,0.9
knowledge_cards,知识库检索卡片,知识库,claim_level,string,true,false,事实声明层级：官方已核验、官方参考派生或纯模拟,primary_derived
knowledge_cards,知识库检索卡片,知识库,verification_status,string,true,false,来源核验状态,derived
knowledge_cards,知识库检索卡片,知识库,last_verified_at,date,false,false,外部元数据最近核验日期；不适用时为空,2026-09-05
knowledge_cards,知识库检索卡片,知识库,license_scope,string,true,false,许可或可重用范围,cc_by_4_0_attribution
knowledge_cards,知识库检索卡片,知识库,is_market_fact,boolean,true,false,是否可解释为真实市场事实；模拟岗位和趋势恒为false,false
knowledge_cards,知识库检索卡片,知识库,data_split,string,true,false,数据用途划分：golden、dev或test,dev
retrieval_eval,知识库Top5评测,评测,retrieval_case_id,string,true,true,retrieval case id,RETR-001
retrieval_eval,知识库Top5评测,评测,query,string,true,false,query,如何判断Python编程等级1，需要哪些证据？
retrieval_eval,知识库Top5评测,评测,expected_card_ids,string,true,false,expected card ids,KC-SKILL-001-L1
retrieval_eval,知识库Top5评测,评测,expected_source_ids,string,true,false,expected source ids,SRC-ONET|SRC-ESCO|SRC-SYNTH
retrieval_eval,知识库Top5评测,评测,top_k,integer,true,false,top k,5
retrieval_eval,知识库Top5评测,评测,relevance_grade,integer,true,false,relevance grade,3
retrieval_eval,知识库Top5评测,评测,acceptance_rule,string,true,false,acceptance rule,expected_card_ids至少一项出现在Top5且回答引用来源ID
retrieval_eval,知识库Top5评测,评测,schema_version,string,true,false,数据契约版本,1.2.0
retrieval_eval,知识库Top5评测,评测,origin,string,true,false,数据来源类型：synthetic、public_metadata或derived,synthetic
retrieval_eval,知识库Top5评测,评测,is_synthetic,boolean,true,false,是否为模拟或派生演示数据,true
retrieval_eval,知识库Top5评测,评测,source_ids,string,true,false,来源ID，多个值使用竖线分隔,SRC-SYNTH
retrieval_eval,知识库Top5评测,评测,generated_at,datetime,true,false,记录生成时间,2026-09-13T00:00:00+08:00
retrieval_eval,知识库Top5评测,评测,confidence,number,true,false,记录可信度，0至1,0.96
retrieval_eval,知识库Top5评测,评测,claim_level,string,true,false,事实声明层级：官方已核验、官方参考派生或纯模拟,synthetic
retrieval_eval,知识库Top5评测,评测,verification_status,string,true,false,来源核验状态,not_applicable
retrieval_eval,知识库Top5评测,评测,last_verified_at,nullable,false,false,外部元数据最近核验日期；不适用时为空,
retrieval_eval,知识库Top5评测,评测,license_scope,string,true,false,许可或可重用范围,team_generated
retrieval_eval,知识库Top5评测,评测,is_market_fact,boolean,true,false,是否可解释为真实市场事实；模拟岗位和趋势恒为false,false
retrieval_eval,知识库Top5评测,评测,data_split,string,true,false,数据用途划分：golden、dev或test,test
matching_eval,岗位匹配排序与分数评测,评测,match_case_id,string,true,true,match case id,MATCH-S195-DATA
matching_eval,岗位匹配排序与分数评测,评测,user_id,string,true,false,稳定的匿名模拟用户ID,USER-S195
matching_eval,岗位匹配排序与分数评测,评测,user_stage,string,true,false,user stage,student
matching_eval,岗位匹配排序与分数评测,评测,role_id,string,true,false,目标岗位ID,ROLE-DATA
matching_eval,岗位匹配排序与分数评测,评测,candidate_job_id,string,true,false,candidate job id,JOB-DATA-0401
matching_eval,岗位匹配排序与分数评测,评测,input_skill_scores_json,string,true,false,独立评测输入的技能分快照JSON,"{""SKILL-001"":57.2,""SKILL-002"":50.7,""SKILL-003"":22.8,""SKILL-004"":47.1,""SKILL-005"":11,""SKILL-006"":15.8,""SKILL-007"":49.9,""SKILL-008"":56.8,""SKILL-009"":44.4,""SKILL-010"":76.8,""SKILL-011"":57.2,""SKILL-012"":65,""SKILL-013"":42.3,""SKILL-014"":41.7,""SKILL-015"":31.1,""SKILL-016"":40.9,""SKILL-017"":44.4,""SKILL-018"":66.3,""SKILL-019"":57.8,""SKILL-020"":32.7,""SKILL-021"":40,""SKILL-022"":11.5,""SKILL-023"":16.6,""SKILL-024"":58.1,""SKILL-025"":52.2,""SKILL-026"":43.7,""SKILL-027"":3.9,""SKILL-028"":8.3,""SKILL-029"":52.6,""SKILL-030"":5.6,""SKILL-031"":27.2,""SKILL-032"":13.8,""SKILL-033"":34.7,""SKILL-034"":37.6,""SKILL-035"":29.2,""SKILL-036"":17.1,""SKILL-037"":9.9,""SKILL-038"":36.3,""SKILL-039"":46.5,""SKILL-040"":42.5,""SKILL-041"":73,""SKILL-042"":26.6,""SKILL-043"":74.7,""SKILL-044"":48,""SKILL-045"":49.7,""SKILL-046"":74.3,""SKILL-047"":51.6,""SKILL-048"":61.1,""SKILL-049"":60.9,""SKILL-050"":30.9,""SKILL-051"":19.8,""SKILL-052"":54,""SKILL-053"":40.7,""SKILL-054"":58.8,""SKILL-055"":49.2,""SKILL-056"":58.2,""SKILL-057"":20.4,""SKILL-058"":36.8,""SKILL-059"":37.9,""SKILL-060"":27.3}"
matching_eval,岗位匹配排序与分数评测,评测,expected_rank,integer,true,false,expected rank,1
matching_eval,岗位匹配排序与分数评测,评测,expected_match_score,number,true,false,expected match score,77.6
matching_eval,岗位匹配排序与分数评测,评测,skill_fit_component,number,true,false,skill fit component,78.87
matching_eval,岗位匹配排序与分数评测,评测,experience_fit_component,integer,true,false,experience fit component,45
matching_eval,岗位匹配排序与分数评测,评测,preference_fit_component,integer,true,false,preference fit component,100
matching_eval,岗位匹配排序与分数评测,评测,formula,string,true,false,formula,0.8*skill_fit+0.1*experience_fit+0.1*preference_fit
matching_eval,岗位匹配排序与分数评测,评测,review_status,string,true,false,review status,held_out_rule_generated
matching_eval,岗位匹配排序与分数评测,评测,schema_version,string,true,false,数据契约版本,1.2.0
matching_eval,岗位匹配排序与分数评测,评测,origin,string,true,false,数据来源类型：synthetic、public_metadata或derived,derived
matching_eval,岗位匹配排序与分数评测,评测,is_synthetic,boolean,true,false,是否为模拟或派生演示数据,true
matching_eval,岗位匹配排序与分数评测,评测,source_ids,string,true,false,来源ID，多个值使用竖线分隔,SRC-SYNTH
matching_eval,岗位匹配排序与分数评测,评测,generated_at,datetime,true,false,记录生成时间,2026-09-13T00:00:00+08:00
matching_eval,岗位匹配排序与分数评测,评测,confidence,number,true,false,记录可信度，0至1,0.94
matching_eval,岗位匹配排序与分数评测,评测,claim_level,string,true,false,事实声明层级：官方已核验、官方参考派生或纯模拟,primary_derived
matching_eval,岗位匹配排序与分数评测,评测,verification_status,string,true,false,来源核验状态,derived
matching_eval,岗位匹配排序与分数评测,评测,last_verified_at,nullable,false,false,外部元数据最近核验日期；不适用时为空,
matching_eval,岗位匹配排序与分数评测,评测,license_scope,string,true,false,许可或可重用范围,team_generated
matching_eval,岗位匹配排序与分数评测,评测,is_market_fact,boolean,true,false,是否可解释为真实市场事实；模拟岗位和趋势恒为false,false
matching_eval,岗位匹配排序与分数评测,评测,data_split,string,true,false,数据用途划分：golden、dev或test,test
path_eval,职业路径约束评测,评测,path_case_id,string,true,true,path case id,PATH-EVAL-001
path_eval,职业路径约束评测,评测,user_id,string,true,false,稳定的匿名模拟用户ID,USER-S196
path_eval,职业路径约束评测,评测,user_stage,string,true,false,user stage,student
path_eval,职业路径约束评测,评测,target_role_id,string,true,false,target role id,ROLE-AI-ALG
path_eval,职业路径约束评测,评测,input_skill_scores_json,string,true,false,独立评测输入的技能分快照JSON,"{""SKILL-001"":80.6,""SKILL-002"":75.1,""SKILL-003"":16.7,""SKILL-004"":32.7,""SKILL-005"":44,""SKILL-006"":17.8,""SKILL-007"":20.2,""SKILL-008"":39.6,""SKILL-009"":21.9,""SKILL-010"":55.6,""SKILL-011"":69.6,""SKILL-012"":29.6,""SKILL-013"":39.5,""SKILL-014"":34.9,""SKILL-015"":42.5,""SKILL-016"":45,""SKILL-017"":54.8,""SKILL-018"":65,""SKILL-019"":50,""SKILL-020"":45,""SKILL-021"":48.1,""SKILL-022"":46.2,""SKILL-023"":47,""SKILL-024"":43,""SKILL-025"":20.1,""SKILL-026"":46.8,""SKILL-027"":4.1,""SKILL-028"":29.1,""SKILL-029"":37.2,""SKILL-030"":37.2,""SKILL-031"":8.6,""SKILL-032"":37.9,""SKILL-033"":35.9,""SKILL-034"":45.2,""SKILL-035"":39.8,""SKILL-036"":40.4,""SKILL-037"":3.3,""SKILL-038"":44.9,""SKILL-039"":27.1,""SKILL-040"":31.2,""SKILL-041"":47.4,""SKILL-042"":46,""SKILL-043"":29.4,""SKILL-044"":39.6,""SKILL-045"":25,""SKILL-046"":40.8,""SKILL-047"":20.4,""SKILL-048"":71.8,""SKILL-049"":38.2,""SKILL-050"":62.9,""SKILL-051"":23.7,""SKILL-052"":50.7,""SKILL-053"":36,""SKILL-054"":60.2,""SKILL-055"":52.4,""SKILL-056"":12.3,""SKILL-057"":34.7,""SKILL-058"":48.7,""SKILL-059"":22.6,""SKILL-060"":53.3}"
path_eval,职业路径约束评测,评测,horizon_years_min,integer,true,false,horizon years min,3
path_eval,职业路径约束评测,评测,horizon_years_max,integer,true,false,horizon years max,5
path_eval,职业路径约束评测,评测,max_weekly_hours,integer,true,false,max weekly hours,15
path_eval,职业路径约束评测,评测,expected_branch_count_min,integer,true,false,expected branch count min,2
path_eval,职业路径约束评测,评测,expected_first_gap_skill_id,string,true,false,expected first gap skill id,SKILL-025
path_eval,职业路径约束评测,评测,required_elements,string,true,false,required elements,能力目标|学习资源|实践项目|岗位验证|动态调整
path_eval,职业路径约束评测,评测,forbidden_conditions,string,true,false,forbidden conditions,超过每周时间上限|承诺就业结果|忽略用户反馈
path_eval,职业路径约束评测,评测,acceptance_rule,string,true,false,acceptance rule,满足时间约束、覆盖首要差距并提供至少两个分支
path_eval,职业路径约束评测,评测,schema_version,string,true,false,数据契约版本,1.2.0
path_eval,职业路径约束评测,评测,origin,string,true,false,数据来源类型：synthetic、public_metadata或derived,synthetic
path_eval,职业路径约束评测,评测,is_synthetic,boolean,true,false,是否为模拟或派生演示数据,true
path_eval,职业路径约束评测,评测,source_ids,string,true,false,来源ID，多个值使用竖线分隔,SRC-SYNTH
path_eval,职业路径约束评测,评测,generated_at,datetime,true,false,记录生成时间,2026-09-13T00:00:00+08:00
path_eval,职业路径约束评测,评测,confidence,number,true,false,记录可信度，0至1,0.94
path_eval,职业路径约束评测,评测,claim_level,string,true,false,事实声明层级：官方已核验、官方参考派生或纯模拟,synthetic
path_eval,职业路径约束评测,评测,verification_status,string,true,false,来源核验状态,not_applicable
path_eval,职业路径约束评测,评测,last_verified_at,nullable,false,false,外部元数据最近核验日期；不适用时为空,
path_eval,职业路径约束评测,评测,license_scope,string,true,false,许可或可重用范围,team_generated
path_eval,职业路径约束评测,评测,is_market_fact,boolean,true,false,是否可解释为真实市场事实；模拟岗位和趋势恒为false,false
path_eval,职业路径约束评测,评测,data_split,string,true,false,数据用途划分：golden、dev或test,test
dialogue_eval,情绪与长期陪伴评测,评测,dialogue_case_id,string,true,true,dialogue case id,DIALOG-001
dialogue_eval,情绪与长期陪伴评测,评测,user_id,string,true,false,稳定的匿名模拟用户ID,USER-S195
dialogue_eval,情绪与长期陪伴评测,评测,target_user_stage,string,true,false,target user stage,student
dialogue_eval,情绪与长期陪伴评测,评测,emotion,string,true,false,emotion,frustrated
dialogue_eval,情绪与长期陪伴评测,评测,expected_state,string,true,false,expected state,learning_stalled
dialogue_eval,情绪与长期陪伴评测,评测,risk_level,string,true,false,risk level,medium
dialogue_eval,情绪与长期陪伴评测,评测,user_utterance,string,true,false,user utterance,我学了很久测试与调试，还是觉得什么都不会。
dialogue_eval,情绪与长期陪伴评测,评测,expected_response_requirements,string,true,false,expected response requirements,承认挫败感|引用已有进展|把任务降到可执行步骤
dialogue_eval,情绪与长期陪伴评测,评测,forbidden_response_patterns,string,true,false,forbidden response patterns,否定感受|保证一定成功
dialogue_eval,情绪与长期陪伴评测,评测,linked_skill_id,string,true,false,linked skill id,SKILL-008
dialogue_eval,情绪与长期陪伴评测,评测,evaluation_method,string,true,false,evaluation method,人工量表0-2分：缺失/部分满足/完全满足
dialogue_eval,情绪与长期陪伴评测,评测,schema_version,string,true,false,数据契约版本,1.2.0
dialogue_eval,情绪与长期陪伴评测,评测,origin,string,true,false,数据来源类型：synthetic、public_metadata或derived,synthetic
