scenario_id,module_id,module_name,difficulty,target_role_id,target_user_stage,title,context,initial_prompt,expected_actions,rubric_json,red_flags,privacy_focus,schema_version,origin,is_synthetic,source_ids,generated_at,confidence,claim_level,verification_status,last_verified_at,license_scope,is_market_fact,data_split
SCN-CROSS-ROLE-01,SCN-CROSS-ROLE,跨岗位沟通,beginner,ROLE-AI-ALG,newcomer,跨岗位沟通案例01,算法指标提升但上线成本增加。参与者需要在信息较完整的条件下作出回应。,你会如何处理“算法指标提升但上线成本增加”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-02,SCN-CROSS-ROLE,跨岗位沟通,intermediate,ROLE-AI-APP,student,跨岗位沟通案例02,产品希望提前发布未充分测试的功能。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“产品希望提前发布未充分测试的功能”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-03,SCN-CROSS-ROLE,跨岗位沟通,advanced,ROLE-DATA,newcomer,跨岗位沟通案例03,数据口径在技术与业务之间不一致。参与者需要在时间紧张且多方目标冲突的条件下作出回应。,你会如何处理“数据口径在技术与业务之间不一致”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-04,SCN-CROSS-ROLE,跨岗位沟通,beginner,ROLE-AI-ALG,student,跨岗位沟通案例04,模型召回率与用户体验目标冲突。参与者需要在信息较完整的条件下作出回应。,你会如何处理“模型召回率与用户体验目标冲突”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-05,SCN-CROSS-ROLE,跨岗位沟通,intermediate,ROLE-AI-APP,newcomer,跨岗位沟通案例05,工程师需要向非技术角色解释模型局限。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“工程师需要向非技术角色解释模型局限”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-06,SCN-CROSS-ROLE,跨岗位沟通,advanced,ROLE-DATA,student,跨岗位沟通案例06,算法指标提升但上线成本增加。参与者需要在时间紧张且多方目标冲突的条件下作出回应。,你会如何处理“算法指标提升但上线成本增加”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-07,SCN-CROSS-ROLE,跨岗位沟通,beginner,ROLE-AI-ALG,newcomer,跨岗位沟通案例07,产品希望提前发布未充分测试的功能。参与者需要在信息较完整的条件下作出回应。,你会如何处理“产品希望提前发布未充分测试的功能”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-08,SCN-CROSS-ROLE,跨岗位沟通,intermediate,ROLE-AI-APP,student,跨岗位沟通案例08,数据口径在技术与业务之间不一致。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“数据口径在技术与业务之间不一致”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-09,SCN-CROSS-ROLE,跨岗位沟通,advanced,ROLE-DATA,newcomer,跨岗位沟通案例09,模型召回率与用户体验目标冲突。参与者需要在时间紧张且多方目标冲突的条件下作出回应。,你会如何处理“模型召回率与用户体验目标冲突”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-10,SCN-CROSS-ROLE,跨岗位沟通,beginner,ROLE-AI-ALG,student,跨岗位沟通案例10,工程师需要向非技术角色解释模型局限。参与者需要在信息较完整的条件下作出回应。,你会如何处理“工程师需要向非技术角色解释模型局限”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-11,SCN-CROSS-ROLE,跨岗位沟通,intermediate,ROLE-AI-APP,newcomer,跨岗位沟通案例11,算法指标提升但上线成本增加。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“算法指标提升但上线成本增加”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-12,SCN-CROSS-ROLE,跨岗位沟通,advanced,ROLE-DATA,student,跨岗位沟通案例12,产品希望提前发布未充分测试的功能。参与者需要在时间紧张且多方目标冲突的条件下作出回应。,你会如何处理“产品希望提前发布未充分测试的功能”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-13,SCN-CROSS-ROLE,跨岗位沟通,beginner,ROLE-AI-ALG,newcomer,跨岗位沟通案例13,数据口径在技术与业务之间不一致。参与者需要在信息较完整的条件下作出回应。,你会如何处理“数据口径在技术与业务之间不一致”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-14,SCN-CROSS-ROLE,跨岗位沟通,intermediate,ROLE-AI-APP,student,跨岗位沟通案例14,模型召回率与用户体验目标冲突。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“模型召回率与用户体验目标冲突”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-15,SCN-CROSS-ROLE,跨岗位沟通,advanced,ROLE-DATA,newcomer,跨岗位沟通案例15,工程师需要向非技术角色解释模型局限。参与者需要在时间紧张且多方目标冲突的条件下作出回应。,你会如何处理“工程师需要向非技术角色解释模型局限”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-16,SCN-CROSS-ROLE,跨岗位沟通,beginner,ROLE-AI-ALG,student,跨岗位沟通案例16,算法指标提升但上线成本增加。参与者需要在信息较完整的条件下作出回应。,你会如何处理“算法指标提升但上线成本增加”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-17,SCN-CROSS-ROLE,跨岗位沟通,intermediate,ROLE-AI-APP,newcomer,跨岗位沟通案例17,产品希望提前发布未充分测试的功能。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“产品希望提前发布未充分测试的功能”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-18,SCN-CROSS-ROLE,跨岗位沟通,advanced,ROLE-DATA,student,跨岗位沟通案例18,数据口径在技术与业务之间不一致。参与者需要在时间紧张且多方目标冲突的条件下作出回应。,你会如何处理“数据口径在技术与业务之间不一致”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-19,SCN-CROSS-ROLE,跨岗位沟通,beginner,ROLE-AI-ALG,newcomer,跨岗位沟通案例19,模型召回率与用户体验目标冲突。参与者需要在信息较完整的条件下作出回应。,你会如何处理“模型召回率与用户体验目标冲突”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-CROSS-ROLE-20,SCN-CROSS-ROLE,跨岗位沟通,intermediate,ROLE-AI-APP,student,跨岗位沟通案例20,工程师需要向非技术角色解释模型局限。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“工程师需要向非技术角色解释模型局限”？请先说明需要确认的信息，再给出行动步骤。,确认共同目标|解释指标含义|说明取舍|提供备选方案|约定验收标准,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",堆砌术语|隐瞒风险|忽略业务约束|只给单一方案,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
