user_id,persona_code,is_golden,stage,age_band,major,education_level,academic_or_job_status,experience_months,weekly_learning_hours,target_role_id,secondary_role_id,preferred_city,preferred_work_mode,career_goal,current_challenge,consent_status,data_retention_days,created_at,schema_version,origin,is_synthetic,source_ids,generated_at,confidence,claim_level,verification_status,last_verified_at,license_scope,is_market_fact,data_split
USER-N011,BULK-N011,false,newcomer,22-26,软件工程,bachelor,数据助理,17,6,ROLE-DATA,ROLE-AI-ALG,南京,onsite,在3至5年内成长为能够独立交付项目的数据分析师,希望转岗但缺少目标岗位项目,granted_for_demo,365,2025-10-01T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N012,BULK-N012,false,newcomer,22-26,数据科学与大数据技术,bachelor,数据助理,18,7,ROLE-AI-ALG,ROLE-AI-APP,西安,hybrid,在3至5年内成长为能够独立交付项目的AI算法工程师,需要提高跨岗位沟通能力,granted_for_demo,365,2025-08-05T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N013,BULK-N013,false,newcomer,22-26,智能科学与技术,bachelor,运营分析新人,19,8,ROLE-AI-APP,ROLE-DATA,深圳,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,工作任务与学习时间冲突,granted_for_demo,365,2025-09-05T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N014,BULK-N014,false,newcomer,22-26,信息管理与信息系统,bachelor,数据助理,20,9,ROLE-DATA,ROLE-AI-ALG,成都,hybrid,在3至5年内成长为能够独立交付项目的数据分析师,希望转岗但缺少目标岗位项目,granted_for_demo,365,2025-05-11T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N015,BULK-N015,false,newcomer,22-26,计算机科学与技术,bachelor,测试工程新人,21,10,ROLE-AI-ALG,ROLE-AI-APP,武汉,onsite,在3至5年内成长为能够独立交付项目的AI算法工程师,工作任务与学习时间冲突,granted_for_demo,365,2025-07-31T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N016,BULK-N016,false,newcomer,22-26,软件工程,bachelor,数据工程新人,22,11,ROLE-AI-APP,ROLE-DATA,西安,onsite,在3至5年内成长为能够独立交付项目的AI应用开发工程师,希望转岗但缺少目标岗位项目,granted_for_demo,365,2025-06-07T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N017,BULK-N017,false,newcomer,22-26,数据科学与大数据技术,bachelor,数据工程新人,23,12,ROLE-DATA,ROLE-AI-ALG,西安,remote,在3至5年内成长为能够独立交付项目的数据分析师,工作任务与学习时间冲突,granted_for_demo,365,2025-10-28T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N018,BULK-N018,false,newcomer,22-26,智能科学与技术,bachelor,运营分析新人,24,4,ROLE-AI-ALG,ROLE-AI-APP,杭州,onsite,在3至5年内成长为能够独立交付项目的AI算法工程师,希望转岗但缺少目标岗位项目,granted_for_demo,365,2025-09-03T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N019,BULK-N019,false,newcomer,22-26,信息管理与信息系统,bachelor,数据工程新人,25,5,ROLE-AI-APP,ROLE-DATA,南京,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,技能较久未使用，需要重新验证,granted_for_demo,365,2025-06-07T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N020,BULK-N020,false,newcomer,22-26,计算机科学与技术,bachelor,后端开发新人,26,6,ROLE-DATA,ROLE-AI-ALG,深圳,onsite,在3至5年内成长为能够独立交付项目的数据分析师,希望转岗但缺少目标岗位项目,granted_for_demo,365,2025-07-26T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N021,BULK-N021,false,newcomer,22-26,软件工程,bachelor,测试工程新人,27,7,ROLE-AI-ALG,ROLE-AI-APP,南京,onsite,在3至5年内成长为能够独立交付项目的AI算法工程师,技能较久未使用，需要重新验证,granted_for_demo,365,2025-05-08T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N022,BULK-N022,false,newcomer,22-26,数据科学与大数据技术,bachelor,数据助理,28,8,ROLE-AI-APP,ROLE-DATA,西安,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,希望转岗但缺少目标岗位项目,granted_for_demo,365,2025-08-23T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N023,BULK-N023,false,newcomer,22-26,智能科学与技术,bachelor,数据工程新人,29,9,ROLE-DATA,ROLE-AI-ALG,上海,hybrid,在3至5年内成长为能够独立交付项目的数据分析师,希望转岗但缺少目标岗位项目,granted_for_demo,365,2025-04-16T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N024,BULK-N024,false,newcomer,22-26,信息管理与信息系统,bachelor,测试工程新人,30,10,ROLE-AI-ALG,ROLE-AI-APP,杭州,onsite,在3至5年内成长为能够独立交付项目的AI算法工程师,希望转岗但缺少目标岗位项目,granted_for_demo,365,2025-05-07T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N025,BULK-N025,false,newcomer,22-26,计算机科学与技术,bachelor,测试工程新人,31,11,ROLE-AI-APP,ROLE-DATA,北京,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,希望转岗但缺少目标岗位项目,granted_for_demo,365,2025-10-26T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N026,BULK-N026,false,newcomer,22-26,软件工程,bachelor,数据助理,32,12,ROLE-DATA,ROLE-AI-ALG,杭州,remote,在3至5年内成长为能够独立交付项目的数据分析师,工作任务与学习时间冲突,granted_for_demo,365,2025-08-05T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N027,BULK-N027,false,newcomer,22-26,数据科学与大数据技术,bachelor,数据助理,33,4,ROLE-AI-ALG,ROLE-AI-APP,杭州,hybrid,在3至5年内成长为能够独立交付项目的AI算法工程师,希望转岗但缺少目标岗位项目,granted_for_demo,365,2025-10-13T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N028,BULK-N028,false,newcomer,22-26,智能科学与技术,bachelor,测试工程新人,34,5,ROLE-AI-APP,ROLE-DATA,西安,onsite,在3至5年内成长为能够独立交付项目的AI应用开发工程师,工作任务与学习时间冲突,granted_for_demo,365,2025-05-27T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N029,BULK-N029,false,newcomer,22-26,信息管理与信息系统,bachelor,数据助理,35,6,ROLE-DATA,ROLE-AI-ALG,西安,hybrid,在3至5年内成长为能够独立交付项目的数据分析师,技能较久未使用，需要重新验证,granted_for_demo,365,2025-04-24T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N030,BULK-N030,false,newcomer,22-26,计算机科学与技术,bachelor,数据工程新人,36,7,ROLE-AI-ALG,ROLE-AI-APP,西安,hybrid,在3至5年内成长为能够独立交付项目的AI算法工程师,工作任务与学习时间冲突,granted_for_demo,365,2025-10-26T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N031,BULK-N031,false,newcomer,22-26,软件工程,bachelor,测试工程新人,6,8,ROLE-AI-APP,ROLE-DATA,西安,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,工作任务与学习时间冲突,granted_for_demo,365,2025-07-09T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N032,BULK-N032,false,newcomer,22-26,数据科学与大数据技术,bachelor,测试工程新人,7,9,ROLE-DATA,ROLE-AI-ALG,深圳,remote,在3至5年内成长为能够独立交付项目的数据分析师,工作任务与学习时间冲突,granted_for_demo,365,2025-08-13T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N033,BULK-N033,false,newcomer,22-26,智能科学与技术,bachelor,数据工程新人,8,10,ROLE-AI-ALG,ROLE-AI-APP,杭州,onsite,在3至5年内成长为能够独立交付项目的AI算法工程师,需要提高跨岗位沟通能力,granted_for_demo,365,2025-04-13T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N034,BULK-N034,false,newcomer,22-26,信息管理与信息系统,bachelor,数据助理,9,11,ROLE-AI-APP,ROLE-DATA,北京,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,工作任务与学习时间冲突,granted_for_demo,365,2025-06-30T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N035,BULK-N035,false,newcomer,22-26,计算机科学与技术,bachelor,数据工程新人,10,12,ROLE-DATA,ROLE-AI-ALG,武汉,remote,在3至5年内成长为能够独立交付项目的数据分析师,需要提高跨岗位沟通能力,granted_for_demo,365,2025-06-15T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N036,BULK-N036,false,newcomer,22-26,软件工程,bachelor,后端开发新人,11,4,ROLE-AI-ALG,ROLE-AI-APP,北京,hybrid,在3至5年内成长为能够独立交付项目的AI算法工程师,希望转岗但缺少目标岗位项目,granted_for_demo,365,2025-06-02T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N037,BULK-N037,false,newcomer,22-26,数据科学与大数据技术,bachelor,运营分析新人,12,5,ROLE-AI-APP,ROLE-DATA,北京,onsite,在3至5年内成长为能够独立交付项目的AI应用开发工程师,技能较久未使用，需要重新验证,granted_for_demo,365,2025-10-05T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N038,BULK-N038,false,newcomer,22-26,智能科学与技术,bachelor,后端开发新人,13,6,ROLE-DATA,ROLE-AI-ALG,成都,hybrid,在3至5年内成长为能够独立交付项目的数据分析师,技能较久未使用，需要重新验证,granted_for_demo,365,2025-06-06T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N039,BULK-N039,false,newcomer,22-26,信息管理与信息系统,bachelor,数据工程新人,14,7,ROLE-AI-ALG,ROLE-AI-APP,深圳,remote,在3至5年内成长为能够独立交付项目的AI算法工程师,希望转岗但缺少目标岗位项目,granted_for_demo,365,2025-05-09T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N040,BULK-N040,false,newcomer,22-26,计算机科学与技术,bachelor,数据工程新人,15,8,ROLE-AI-APP,ROLE-DATA,成都,hybrid,在3至5年内成长为能够独立交付项目的AI应用开发工程师,需要提高跨岗位沟通能力,granted_for_demo,365,2025-04-08T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N041,BULK-N041,false,newcomer,22-26,软件工程,bachelor,数据工程新人,16,9,ROLE-DATA,ROLE-AI-ALG,北京,onsite,在3至5年内成长为能够独立交付项目的数据分析师,需要提高跨岗位沟通能力,granted_for_demo,365,2025-07-02T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N042,BULK-N042,false,newcomer,22-26,数据科学与大数据技术,bachelor,运营分析新人,17,10,ROLE-AI-ALG,ROLE-AI-APP,武汉,remote,在3至5年内成长为能够独立交付项目的AI算法工程师,技能较久未使用，需要重新验证,granted_for_demo,365,2025-06-22T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N043,BULK-N043,false,newcomer,22-26,智能科学与技术,bachelor,数据助理,18,11,ROLE-AI-APP,ROLE-DATA,上海,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,需要提高跨岗位沟通能力,granted_for_demo,365,2025-05-16T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N044,BULK-N044,false,newcomer,22-26,信息管理与信息系统,bachelor,测试工程新人,19,12,ROLE-DATA,ROLE-AI-ALG,杭州,hybrid,在3至5年内成长为能够独立交付项目的数据分析师,需要提高跨岗位沟通能力,granted_for_demo,365,2025-07-18T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
