knowledge_card_id,category,title,content,keywords,related_entity_type,related_entity_id,schema_version,origin,is_synthetic,source_ids,generated_at,confidence,claim_level,verification_status,last_verified_at,license_scope,is_market_fact,data_split
KC-SKILL-025-L2,skill_level,大模型基础等级2,大模型基础属于大模型与AI应用。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,大模型基础|大模型与AI应用|能力等级|证据,skill,SKILL-025,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-026-L2,skill_level,提示词设计等级2,提示词设计属于大模型与AI应用。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,提示词设计|大模型与AI应用|能力等级|证据,skill,SKILL-026,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-027-L2,skill_level,RAG应用等级2,RAG应用属于大模型与AI应用。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,RAG应用|大模型与AI应用|能力等级|证据,skill,SKILL-027,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-028-L2,skill_level,向量数据库等级2,向量数据库属于大模型与AI应用。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,向量数据库|大模型与AI应用|能力等级|证据,skill,SKILL-028,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-029-L2,skill_level,智能体开发等级2,智能体开发属于大模型与AI应用。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,智能体开发|大模型与AI应用|能力等级|证据,skill,SKILL-029,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-030-L2,skill_level,MCP与工具调用等级2,MCP与工具调用属于大模型与AI应用。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,MCP与工具调用|大模型与AI应用|能力等级|证据,skill,SKILL-030,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-031-L2,skill_level,模型微调等级2,模型微调属于大模型与AI应用。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,模型微调|大模型与AI应用|能力等级|证据,skill,SKILL-031,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-032-L2,skill_level,AI安全与评测等级2,AI安全与评测属于大模型与AI应用。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,AI安全与评测|大模型与AI应用|能力等级|证据,skill,SKILL-032,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-033-L2,skill_level,Git版本控制等级2,Git版本控制属于工程部署与工具。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,Git版本控制|工程部署与工具|能力等级|证据,skill,SKILL-033,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-034-L2,skill_level,API设计等级2,API设计属于工程部署与工具。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,API设计|工程部署与工具|能力等级|证据,skill,SKILL-034,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-035-L2,skill_level,后端服务开发等级2,后端服务开发属于工程部署与工具。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,后端服务开发|工程部署与工具|能力等级|证据,skill,SKILL-035,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-036-L2,skill_level,Docker容器等级2,Docker容器属于工程部署与工具。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,Docker容器|工程部署与工具|能力等级|证据,skill,SKILL-036,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-037-L2,skill_level,CI/CD等级2,CI/CD属于工程部署与工具。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,CI/CD|工程部署与工具|能力等级|证据,skill,SKILL-037,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-038-L3,skill_level,云端部署等级3,云端部署属于工程部署与工具。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,云端部署|工程部署与工具|能力等级|证据,skill,SKILL-038,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-039-L3,skill_level,监控与可观测性等级3,监控与可观测性属于工程部署与工具。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,监控与可观测性|工程部署与工具|能力等级|证据,skill,SKILL-039,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-040-L2,skill_level,数据工程管道等级2,数据工程管道属于工程部署与工具。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,数据工程管道|工程部署与工具|能力等级|证据,skill,SKILL-040,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-041-L2,skill_level,问题拆解等级2,问题拆解属于问题解决与产品思维。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,问题拆解|问题解决与产品思维|能力等级|证据,skill,SKILL-041,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-042-L3,skill_level,系统思维等级3,系统思维属于问题解决与产品思维。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,系统思维|问题解决与产品思维|能力等级|证据,skill,SKILL-042,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-043-L2,skill_level,需求分析等级2,需求分析属于问题解决与产品思维。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,需求分析|问题解决与产品思维|能力等级|证据,skill,SKILL-043,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-044-L2,skill_level,用户研究等级2,用户研究属于问题解决与产品思维。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,用户研究|问题解决与产品思维|能力等级|证据,skill,SKILL-044,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-045-L2,skill_level,指标设计等级2,指标设计属于问题解决与产品思维。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,指标设计|问题解决与产品思维|能力等级|证据,skill,SKILL-045,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-046-L2,skill_level,业务理解等级2,业务理解属于问题解决与产品思维。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,业务理解|问题解决与产品思维|能力等级|证据,skill,SKILL-046,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-047-L2,skill_level,创新与方案比较等级2,创新与方案比较属于问题解决与产品思维。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,创新与方案比较|问题解决与产品思维|能力等级|证据,skill,SKILL-047,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-048-L2,skill_level,书面沟通等级2,书面沟通属于沟通协作与职业素养。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,书面沟通|沟通协作与职业素养|能力等级|证据,skill,SKILL-048,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-049-L2,skill_level,表达与汇报等级2,表达与汇报属于沟通协作与职业素养。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,表达与汇报|沟通协作与职业素养|能力等级|证据,skill,SKILL-049,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-050-L2,skill_level,跨岗位沟通等级2,跨岗位沟通属于沟通协作与职业素养。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,跨岗位沟通|沟通协作与职业素养|能力等级|证据,skill,SKILL-050,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-051-L2,skill_level,远程协作等级2,远程协作属于沟通协作与职业素养。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,远程协作|沟通协作与职业素养|能力等级|证据,skill,SKILL-051,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-052-L2,skill_level,团队协作等级2,团队协作属于沟通协作与职业素养。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,团队协作|沟通协作与职业素养|能力等级|证据,skill,SKILL-052,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-053-L2,skill_level,时间管理等级2,时间管理属于沟通协作与职业素养。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,时间管理|沟通协作与职业素养|能力等级|证据,skill,SKILL-053,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-054-L2,skill_level,职业伦理与隐私等级2,职业伦理与隐私属于沟通协作与职业素养。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,职业伦理与隐私|沟通协作与职业素养|能力等级|证据,skill,SKILL-054,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-055-L2,skill_level,自主学习等级2,自主学习属于学习成长与项目实践。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,自主学习|学习成长与项目实践|能力等级|证据,skill,SKILL-055,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-056-L2,skill_level,知识管理等级2,知识管理属于学习成长与项目实践。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,知识管理|学习成长与项目实践|能力等级|证据,skill,SKILL-056,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-057-L3,skill_level,项目规划等级3,项目规划属于学习成长与项目实践。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,项目规划|学习成长与项目实践|能力等级|证据,skill,SKILL-057,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-058-L2,skill_level,项目交付等级2,项目交付属于学习成长与项目实践。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,项目交付|学习成长与项目实践|能力等级|证据,skill,SKILL-058,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-059-L2,skill_level,复盘与反馈等级2,复盘与反馈属于学习成长与项目实践。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,复盘与反馈|学习成长与项目实践|能力等级|证据,skill,SKILL-059,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-060-L3,skill_level,职业探索等级3,职业探索属于学习成长与项目实践。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,职业探索|学习成长与项目实践|能力等级|证据,skill,SKILL-060,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-001-L4,skill_level,Python编程等级4,Python编程属于编程与计算基础。等级4要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,Python编程|编程与计算基础|能力等级|证据,skill,SKILL-001,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-002-L4,skill_level,数据结构与算法等级4,数据结构与算法属于编程与计算基础。等级4要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,数据结构与算法|编程与计算基础|能力等级|证据,skill,SKILL-002,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-003-L3,skill_level,面向对象设计等级3,面向对象设计属于编程与计算基础。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,面向对象设计|编程与计算基础|能力等级|证据,skill,SKILL-003,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-004-L3,skill_level,计算机系统基础等级3,计算机系统基础属于编程与计算基础。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,计算机系统基础|编程与计算基础|能力等级|证据,skill,SKILL-004,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-005-L4,skill_level,计算机网络等级4,计算机网络属于编程与计算基础。等级4要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,计算机网络|编程与计算基础|能力等级|证据,skill,SKILL-005,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-006-L4,skill_level,Linux使用等级4,Linux使用属于编程与计算基础。等级4要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,Linux使用|编程与计算基础|能力等级|证据,skill,SKILL-006,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-007-L3,skill_level,软件工程等级3,软件工程属于编程与计算基础。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,软件工程|编程与计算基础|能力等级|证据,skill,SKILL-007,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-008-L4,skill_level,测试与调试等级4,测试与调试属于编程与计算基础。等级4要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,测试与调试|编程与计算基础|能力等级|证据,skill,SKILL-008,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-009-L4,skill_level,SQL等级4,SQL属于数据处理与分析。等级4要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,SQL|数据处理与分析|能力等级|证据,skill,SKILL-009,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-010-L3,skill_level,数据清洗等级3,数据清洗属于数据处理与分析。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,数据清洗|数据处理与分析|能力等级|证据,skill,SKILL-010,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-011-L3,skill_level,统计学基础等级3,统计学基础属于数据处理与分析。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,统计学基础|数据处理与分析|能力等级|证据,skill,SKILL-011,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-012-L3,skill_level,探索性数据分析等级3,探索性数据分析属于数据处理与分析。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,探索性数据分析|数据处理与分析|能力等级|证据,skill,SKILL-012,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-013-L3,skill_level,数据可视化等级3,数据可视化属于数据处理与分析。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,数据可视化|数据处理与分析|能力等级|证据,skill,SKILL-013,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-014-L3,skill_level,Excel与BI工具等级3,Excel与BI工具属于数据处理与分析。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,Excel与BI工具|数据处理与分析|能力等级|证据,skill,SKILL-014,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-015-L3,skill_level,数据建模等级3,数据建模属于数据处理与分析。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,数据建模|数据处理与分析|能力等级|证据,skill,SKILL-015,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-016-L3,skill_level,实验与A/B测试等级3,实验与A/B测试属于数据处理与分析。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,实验与A/B测试|数据处理与分析|能力等级|证据,skill,SKILL-016,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-017-L3,skill_level,线性代数等级3,线性代数属于机器学习与算法。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,线性代数|机器学习与算法|能力等级|证据,skill,SKILL-017,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-018-L3,skill_level,微积分与优化等级3,微积分与优化属于机器学习与算法。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,微积分与优化|机器学习与算法|能力等级|证据,skill,SKILL-018,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-019-L3,skill_level,机器学习等级3,机器学习属于机器学习与算法。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,机器学习|机器学习与算法|能力等级|证据,skill,SKILL-019,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-020-L4,skill_level,特征工程等级4,特征工程属于机器学习与算法。等级4要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,特征工程|机器学习与算法|能力等级|证据,skill,SKILL-020,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-021-L3,skill_level,模型评估等级3,模型评估属于机器学习与算法。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,模型评估|机器学习与算法|能力等级|证据,skill,SKILL-021,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-022-L3,skill_level,深度学习等级3,深度学习属于机器学习与算法。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,深度学习|机器学习与算法|能力等级|证据,skill,SKILL-022,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-023-L4,skill_level,自然语言处理等级4,自然语言处理属于机器学习与算法。等级4要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,自然语言处理|机器学习与算法|能力等级|证据,skill,SKILL-023,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-024-L4,skill_level,模型调优等级4,模型调优属于机器学习与算法。等级4要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,模型调优|机器学习与算法|能力等级|证据,skill,SKILL-024,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-025-L3,skill_level,大模型基础等级3,大模型基础属于大模型与AI应用。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,大模型基础|大模型与AI应用|能力等级|证据,skill,SKILL-025,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-026-L3,skill_level,提示词设计等级3,提示词设计属于大模型与AI应用。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,提示词设计|大模型与AI应用|能力等级|证据,skill,SKILL-026,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-027-L4,skill_level,RAG应用等级4,RAG应用属于大模型与AI应用。等级4要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,RAG应用|大模型与AI应用|能力等级|证据,skill,SKILL-027,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-028-L3,skill_level,向量数据库等级3,向量数据库属于大模型与AI应用。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,向量数据库|大模型与AI应用|能力等级|证据,skill,SKILL-028,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-029-L3,skill_level,智能体开发等级3,智能体开发属于大模型与AI应用。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,智能体开发|大模型与AI应用|能力等级|证据,skill,SKILL-029,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
